time;SamplingFrequency;ECG;Pulse
0;1000;532;515
0.001;1000;534;517
0.0020001;1000;536;519
0.0030001;1000;538;519
0.0040001;1000;540;518
0.0050001;1000;541;519
0.0060002;1000;542;519
0.0070002;1000;543;522
0.0080002;1000;544;518
0.0090002;1000;545;522
0.01;1000;545;519
0.011;1000;546;520
0.012;1000;545;523
0.013;1000;544;523
0.014;1000;541;522
0.015;1000;540;522
0.016;1000;542;521
0.017;1000;545;524
0.018;1000;549;524
0.019;1000;553;523
0.020001;1000;558;523
0.021001;1000;560;523
0.022001;1000;561;523
0.023001;1000;558;527
0.024001;1000;557;524
0.025001;1000;557;528
0.026001;1000;558;524
0.027001;1000;557;525
0.028001;1000;556;526
0.029001;1000;557;525
0.030001;1000;558;524
0.031001;1000;557;525
0.032001;1000;556;526
0.033001;1000;556;527
0.034001;1000;556;525
0.035001;1000;556;525
0.036001;1000;557;526
0.037001;1000;559;527
0.038001;1000;560;525
0.039001;1000;562;529
0.040001;1000;564;526
0.041001;1000;569;527
0.042001;1000;573;528
0.043001;1000;575;528
0.044001;1000;576;527
0.045001;1000;575;524
0.046001;1000;575;526
0.047001;1000;575;528
0.048001;1000;574;528
0.049001;1000;573;527
0.050001;1000;573;526
0.051001;1000;572;526
0.052001;1000;572;529
0.053001;1000;571;526
0.054001;1000;571;531
0.055001;1000;573;526
0.056001;1000;573;527
0.057001;1000;572;528
0.058001;1000;570;527
0.059001;1000;567;526
0.060002;1000;566;524
0.061002;1000;567;525
0.062002;1000;567;526
0.063002;1000;567;527
0.064002;1000;567;525
0.065002;1000;568;524
0.066002;1000;568;525
0.067002;1000;568;528
0.068002;1000;567;527
0.069002;1000;567;526
0.070002;1000;566;529
0.071002;1000;564;526
0.072002;1000;562;527
0.073002;1000;559;527
0.074002;1000;555;526
0.075002;1000;553;524
0.076002;1000;553;525
0.077002;1000;553;526
0.078002;1000;553;526
0.079002;1000;553;526
0.080002;1000;552;525
0.081002;1000;550;524
0.082002;1000;549;526
0.083002;1000;547;526
0.084002;1000;543;525
0.085002;1000;539;525
0.086002;1000;536;526
0.087002;1000;533;523
0.088002;1000;530;528
0.089002;1000;528;524
0.090002;1000;527;522
0.091002;1000;524;523
0.092002;1000;521;524
0.093002;1000;517;524
0.094002;1000;515;523
0.095002;1000;513;523
0.096002;1000;510;522
0.097002;1000;506;524
0.098002;1000;503;524
0.099002;1000;500;523
0.1;1000;498;522
0.101;1000;497;522
0.102;1000;495;522
0.103;1000;494;526
0.104;1000;492;522
0.105;1000;488;525
0.106;1000;485;522
0.107;1000;481;519
0.108;1000;479;524
0.109;1000;476;522
0.11;1000;472;520
0.111;1000;469;521
0.112;1000;466;523
0.113;1000;465;522
0.114;1000;465;521
0.115;1000;465;519
0.116;1000;464;520
0.117;1000;461;522
0.118;1000;455;523
0.119;1000;452;521
0.12;1000;451;519
0.121;1000;448;519
0.122;1000;445;524
0.123;1000;443;519
