time;SamplingFrequency;ECG;Pulse
0.27301;1000;544;514
0.27401;1000;543;513
0.27501;1000;545;512
0.27601;1000;547;513
0.27701;1000;550;516
0.27801;1000;553;514
0.27901;1000;557;517
0.28001;1000;560;512
0.28101;1000;562;513
0.28201;1000;563;517
0.28301;1000;564;515
0.28401;1000;566;518
0.28501;1000;568;514
0.28601;1000;568;516
0.28701;1000;569;516
0.28801;1000;571;517
0.28901;1000;572;517
0.29001;1000;571;515
0.29101;1000;569;515
0.29201;1000;566;519
0.29301;1000;564;516
0.29401;1000;563;516
0.29501;1000;563;515
0.29601;1000;567;518
0.29701;1000;571;518
0.29801;1000;576;519
0.29901;1000;577;519
0.30001;1000;577;515
0.30101;1000;578;517
0.30201;1000;579;518
0.30301;1000;579;517
0.30401;1000;578;519
0.30501;1000;577;516
0.30601;1000;579;518
0.30701;1000;579;519
0.30801;1000;579;518
0.30901;1000;579;518
0.31001;1000;576;519
0.31101;1000;572;523
0.31201;1000;567;517
0.31301;1000;566;521
0.31401;1000;568;520
0.31501;1000;568;518
0.31601;1000;567;520
0.31701;1000;568;521
0.31801;1000;570;521
0.31901;1000;571;522
0.32001;1000;572;519
0.32101;1000;573;521
0.32201;1000;574;519
0.32301;1000;573;524
0.32401;1000;572;524
0.32501;1000;573;520
0.32601;1000;574;521
0.32701;1000;573;523
0.32801;1000;570;522
0.32901;1000;568;525
0.33001;1000;566;523
0.33101;1000;563;524
0.33201;1000;559;523
0.33301;1000;555;523
0.33401;1000;552;523
0.33501;1000;552;521
0.33601;1000;551;523
0.33701;1000;549;524
0.33801;1000;547;524
0.33901;1000;547;524
0.34001;1000;547;523
0.34101;1000;545;523
0.34201;1000;544;528
0.34301;1000;544;524
0.34401;1000;540;527
0.34501;1000;537;523
0.34601;1000;533;525
0.34701;1000;530;526
0.34801;1000;527;526
0.34901;1000;525;527
0.35001;1000;521;524
0.35101;1000;515;526
0.35201;1000;508;526
0.35301;1000;501;528
0.35401;1000;495;527
0.35501;1000;492;525
0.35601;1000;491;527
0.35701;1000;492;528
0.35801;1000;492;527
0.35901;1000;492;530
0.36001;1000;492;527
0.36101;1000;491;527
0.36201;1000;492;531
0.36301;1000;490;527
0.36401;1000;487;531
0.36501;1000;482;526
0.36601;1000;475;528
0.36701;1000;467;529
0.36801;1000;462;529
0.36901;1000;459;530
0.37001;1000;454;527
0.37101;1000;449;529
0.37201;1000;444;527
0.37301;1000;442;532
0.37401;1000;439;531
0.37501;1000;436;528
0.37601;1000;436;528
0.37701;1000;437;532
0.37801;1000;438;528
0.37901;1000;440;530
0.38001;1000;443;528
0.38101;1000;445;530
0.38201;1000;447;531
0.38301;1000;447;531
