time;SamplingFrequency;ECG
11.453;100;453
11.463;100;430
11.473;100;427
11.483;100;424
11.493;100;428
11.503;100;428
11.513;100;439
11.523;100;443
11.533;100;453
11.543;100;456
11.553;100;463
11.563;100;472
11.573;100;484
11.583;100;484
11.593;100;493
11.603;100;487
11.613;100;501
11.623;100;492
11.633;100;496
11.643;100;496
11.653;100;502
11.663;100;498
11.673;100;509
11.683;100;495
11.693;100;507
11.703;100;500
11.713;100;510
11.723;100;496
11.733;100;507
11.743;100;505
11.753;100;515
11.763;100;508
11.773;100;508
11.783;100;510
11.793;100;512
11.803;100;513
11.813;100;508
11.823;100;504
11.833;100;511
11.843;100;507
11.853;100;518
11.863;100;511
11.873;100;515
11.883;100;508
11.893;100;520
11.903;100;509
11.913;100;512
11.923;100;512
11.933;100;525
11.943;100;527
11.953;100;520
11.963;100;515
11.973;100;514
11.983;100;491
11.993;100;506
12.003;100;498
12.013;100;507
12.023;100;502
12.033;100;510
12.043;100;487
12.053;100;487
12.063;100;584
12.073;100;719
12.083;100;711
12.093;100;487
12.103;100;449
12.113;100;457
12.123;100;462
12.133;100;473
12.143;100;476
12.153;100;478
12.163;100;475
12.173;100;493
12.183;100;491
12.193;100;499
12.203;100;502
12.213;100;507
12.223;100;493
12.233;100;515
12.243;100;512
12.253;100;534
12.263;100;529
12.273;100;547
12.283;100;548
12.293;100;573
12.303;100;566
12.313;100;585
12.323;100;583
12.333;100;585
12.343;100;572
12.353;100;551
12.363;100;512
12.373;100;475
12.383;100;447
12.393;100;435
12.403;100;417
12.413;100;434
12.423;100;432
12.433;100;438
12.443;100;441
12.453;100;453
12.463;100;455
12.473;100;467
12.483;100;463
12.493;100;480
12.503;100;471
12.513;100;483
12.523;100;487
12.533;100;495
12.543;100;496
12.553;100;511
12.563;100;496
12.573;100;508
12.583;100;494
12.593;100;511
12.603;100;503
12.613;100;506
12.623;100;499
12.633;100;511
12.643;100;506
12.653;100;506
12.663;100;504
12.673;100;505
12.683;100;505
12.693;100;517
12.703;100;508
12.713;100;516
12.723;100;500
12.733;100;519
12.743;100;507
12.753;100;517
12.763;100;508
12.773;100;517
12.783;100;508
12.793;100;513
12.803;100;511
12.813;100;523
12.823;100;505
12.833;100;510
12.843;100;507
12.853;100;510
12.863;100;508
12.873;100;519
12.883;100;512
12.893;100;518
12.903;100;520
12.913;100;518
12.923;100;509
12.933;100;525
12.943;100;522
12.953;100;521
12.963;100;507
12.973;100;505
12.983;100;501
12.993;100;503
13.003;100;492
13.013;100;507
13.023;100;504
13.033;100;504
13.043;100;472
13.053;100;558
13.063;100;689
13.073;100;776
13.083;100;541
13.093;100;442
13.103;100;448
13.113;100;459
13.123;100;459
13.133;100;470
13.143;100;472
13.153;100;484
13.163;100;483
13.173;100;489
13.183;100;479
13.193;100;498
13.203;100;499
13.213;100;508
13.223;100;507
13.233;100;518
13.243;100;513
13.253;100;531
13.263;100;528
13.273;100;529
13.283;100;544
13.293;100;564
13.303;100;575
13.313;100;582
13.323;100;579
13.333;100;579
13.343;100;555
13.353;100;536
13.363;100;469
13.373;100;457
13.383;100;432
13.393;100;431
13.403;100;425
13.413;100;433
13.423;100;434
13.433;100;451
13.443;100;443
13.453;100;454
13.463;100;464
13.473;100;472
13.483;100;471
13.493;100;481
13.503;100;492
13.513;100;499
13.523;100;496
13.533;100;491
13.543;100;492
13.553;100;499
13.563;100;501
13.573;100;506
