time;SamplingFrequency;ECG;Pulse
0;1000;514;519
0.001;1000;521;520
0.0020001;1000;525;521
0.0030001;1000;527;520
0.0040001;1000;529;520
0.0050001;1000;530;521
0.0060002;1000;531;522
0.0070002;1000;530;521
0.0080002;1000;529;522
0.0090002;1000;528;522
0.01;1000;528;523
0.011;1000;526;523
0.012;1000;524;522
0.013;1000;522;523
0.014;1000;518;521
0.015;1000;513;523
0.016;1000;508;523
0.017;1000;508;523
0.018;1000;513;523
0.019;1000;518;522
0.020001;1000;526;524
0.021001;1000;531;524
0.022001;1000;532;523
0.023001;1000;534;524
0.024001;1000;535;524
0.025001;1000;535;523
0.026001;1000;536;527
0.027001;1000;535;525
0.028001;1000;532;524
0.029001;1000;529;523
0.030001;1000;526;525
0.031001;1000;526;525
0.032001;1000;524;525
0.033001;1000;519;524
0.034001;1000;515;523
0.035001;1000;512;525
0.036001;1000;509;526
0.037001;1000;508;524
0.038001;1000;508;525
0.039001;1000;509;524
0.040001;1000;508;524
0.041001;1000;509;528
0.042001;1000;510;524
0.043001;1000;512;524
0.044001;1000;512;523
0.045001;1000;514;524
0.046001;1000;514;524
0.047001;1000;512;524
0.048001;1000;509;523
0.049001;1000;507;521
0.050001;1000;508;523
0.051001;1000;510;524
0.052001;1000;509;522
0.053001;1000;507;525
0.054001;1000;504;522
0.055001;1000;501;521
0.056001;1000;498;525
0.057001;1000;498;521
0.058001;1000;497;525
0.059001;1000;498;520
0.060002;1000;504;521
0.061002;1000;511;523
0.062002;1000;515;522
0.063002;1000;517;521
0.064002;1000;519;522
0.065002;1000;520;523
0.066002;1000;518;522
0.067002;1000;516;521
0.068002;1000;512;523
0.069002;1000;509;520
0.070002;1000;508;522
0.071002;1000;510;522
0.072002;1000;509;520
0.073002;1000;509;524
0.074002;1000;507;519
0.075002;1000;506;521
0.076002;1000;506;521
0.077002;1000;505;521
0.078002;1000;501;520
0.079002;1000;498;518
0.080002;1000;500;520
0.081002;1000;505;520
0.082002;1000;510;518
0.083002;1000;514;521
0.084002;1000;518;518
0.085002;1000;518;520
0.086002;1000;517;517
0.087002;1000;519;522
0.088002;1000;518;518
0.089002;1000;519;517
0.090002;1000;518;520
0.091002;1000;514;519
0.092002;1000;511;518
0.093002;1000;507;518
0.094002;1000;502;516
0.095002;1000;499;518
0.096002;1000;498;518
0.097002;1000;499;517
0.098002;1000;499;517
0.099002;1000;501;515
0.1;1000;505;517
0.101;1000;510;515
0.102;1000;513;519
0.103;1000;516;515
0.104;1000;519;515
0.105;1000;521;518
