time;SamplingFrequency;ECG;Pulse
0;1000;719;519
0.001;1000;729;519
0.0020001;1000;736;519
0.0030001;1000;745;520
0.0040001;1000;754;519
0.0050001;1000;760;520
0.0060002;1000;763;521
0.0070002;1000;763;520
0.0080002;1000;757;520
0.0090002;1000;744;519
0.01;1000;723;521
0.011;1000;696;520
0.012;1000;666;519
0.013;1000;636;521
0.014;1000;606;520
0.015;1000;574;521
0.016;1000;545;522
0.017;1000;523;524
0.018;1000;505;521
0.019;1000;493;521
0.020001;1000;487;522
0.021001;1000;480;521
0.022001;1000;468;526
0.023001;1000;464;523
0.024001;1000;466;521
0.025001;1000;470;524
0.026001;1000;471;522
0.027001;1000;470;521
0.028001;1000;467;521
0.029001;1000;463;521
0.030001;1000;458;522
0.031001;1000;455;522
0.032001;1000;454;522
0.033001;1000;453;522
0.034001;1000;454;522
0.035001;1000;456;523
0.036001;1000;459;524
0.037001;1000;460;523
0.038001;1000;464;519
0.039001;1000;465;524
0.040001;1000;464;525
0.041001;1000;462;520
0.042001;1000;460;525
0.043001;1000;460;519
0.044001;1000;460;524
0.045001;1000;461;523
0.046001;1000;464;521
0.047001;1000;467;523
0.048001;1000;471;523
0.049001;1000;475;523
0.050001;1000;478;523
0.051001;1000;479;524
0.052001;1000;479;523
0.053001;1000;478;520
0.054001;1000;476;523
0.055001;1000;478;524
0.056001;1000;477;524
0.057001;1000;477;523
0.058001;1000;476;525
0.059001;1000;475;522
0.060002;1000;474;523
0.061002;1000;477;524
0.062002;1000;483;523
0.063002;1000;485;520
0.064002;1000;486;522
0.065002;1000;485;523
0.066002;1000;483;524
0.067002;1000;481;523
0.068002;1000;479;521
0.069002;1000;481;523
0.070002;1000;482;524
0.071002;1000;480;522
0.072002;1000;479;525
0.073002;1000;478;520
0.074002;1000;478;522
0.075002;1000;478;525
0.076002;1000;481;523
0.077002;1000;482;522
0.078002;1000;487;522
0.079002;1000;493;521
0.080002;1000;497;522
0.081002;1000;500;523
0.082002;1000;500;522
0.083002;1000;498;522
0.084002;1000;496;521
0.085002;1000;497;520
0.086002;1000;497;525
0.087002;1000;497;521
0.088002;1000;497;524
0.089002;1000;495;520
0.090002;1000;494;521
0.091002;1000;493;521
0.092002;1000;493;520
0.093002;1000;493;517
0.094002;1000;493;519
0.095002;1000;494;521
0.096002;1000;494;521
0.097002;1000;496;519
0.098002;1000;499;520
0.099002;1000;502;518
0.1;1000;500;520
0.101;1000;497;520
