time;SamplingFrequency;ECG;Pulse
0;1000;516;516
0.001;1000;518;518
0.0020001;1000;518;519
0.0030001;1000;519;521
0.0040001;1000;521;519
0.0050001;1000;521;519
0.0060002;1000;520;519
0.0070002;1000;520;522
0.0080002;1000;520;518
0.0090002;1000;521;522
0.01;1000;521;519
0.011;1000;520;521
0.012;1000;519;523
0.013;1000;520;523
0.014;1000;519;523
0.015;1000;519;521
0.016;1000;520;522
0.017;1000;522;524
0.018;1000;524;524
0.019;1000;525;523
0.020001;1000;526;523
0.021001;1000;525;523
0.022001;1000;523;523
0.023001;1000;523;527
0.024001;1000;524;523
0.025001;1000;526;522
0.026001;1000;527;524
0.027001;1000;528;524
0.028001;1000;528;522
0.029001;1000;529;526
0.030001;1000;527;523
0.031001;1000;526;524
0.032001;1000;524;523
0.033001;1000;521;527
0.034001;1000;519;525
0.035001;1000;516;523
0.036001;1000;514;526
0.037001;1000;513;526
0.038001;1000;512;524
0.039001;1000;511;527
0.040001;1000;510;523
0.041001;1000;511;524
0.042001;1000;513;526
0.043001;1000;513;526
0.044001;1000;513;525
0.045001;1000;513;523
0.046001;1000;512;524
0.047001;1000;513;525
0.048001;1000;512;526
0.049001;1000;511;524
0.050001;1000;510;523
0.051001;1000;509;524
0.052001;1000;507;525
0.053001;1000;505;523
0.054001;1000;504;527
0.055001;1000;503;523
0.056001;1000;504;524
0.057001;1000;503;524
0.058001;1000;503;523
0.059001;1000;505;521
0.060002;1000;507;521
0.061002;1000;511;521
0.062002;1000;514;523
0.063002;1000;515;520
0.064002;1000;515;525
0.065002;1000;514;521
0.066002;1000;513;521
0.067002;1000;511;523
0.068002;1000;509;521
0.069002;1000;508;526
0.070002;1000;508;521
0.071002;1000;508;521
0.072002;1000;507;524
0.073002;1000;505;519
0.074002;1000;504;522
0.075002;1000;507;519
0.076002;1000;509;519
0.077002;1000;511;521
0.078002;1000;513;522
0.079002;1000;515;520
0.080002;1000;515;519
0.081002;1000;513;519
0.082002;1000;512;521
0.083002;1000;510;521
0.084002;1000;508;519
0.085002;1000;506;519
0.086002;1000;504;519
0.087002;1000;504;518
0.088002;1000;505;522
0.089002;1000;505;519
0.090002;1000;504;523
