time;SamplingFrequency;ECG;Pulse
0;1000;187.75;6.79
0.001;1000;487.2;3.357
0.0020001;1000;785.23;-0.050374
0.0030001;1000;1080.4;-3.408
0.0040001;1000;1371.3;-6.6928
0.0050001;1000;1656.7;-9.8825
0.0060002;1000;1935.1;-12.956
0.0070002;1000;2205.4;-15.894
0.0080002;1000;2466.5;-18.679
0.0090002;1000;2717.4;-21.295
0.01;1000;2957;-23.727
0.011;1000;3184.6;-25.963
0.012;1000;3399.5;-27.993
0.013;1000;3601;-29.807
0.014;1000;3788.6;-31.4
0.015;1000;3962.1;-32.765
0.016;1000;4121.1;-33.901
0.017;1000;4265.5;-34.806
0.018;1000;4395.3;-35.48
0.019;1000;4510.5;-35.925
0.020001;1000;4611.2;-36.145
0.021001;1000;4697.8;-36.144
0.022001;1000;4770.6;-35.928
0.023001;1000;4830;-35.506
0.024001;1000;4876.3;-34.884
0.025001;1000;4910.3;-34.073
0.026001;1000;4932.4;-33.082
0.027001;1000;4943.3;-31.922
0.028001;1000;4943.6;-30.605
0.029001;1000;4934;-29.142
0.030001;1000;4915.2;-27.546
0.031001;1000;4887.8;-25.828
0.032001;1000;4852.6;-24.001
0.033001;1000;4810.2;-22.078
0.034001;1000;4761.4;-20.072
0.035001;1000;4706.8;-17.993
0.036001;1000;4647;-15.855
0.037001;1000;4582.6;-13.668
0.038001;1000;4514.3;-11.445
0.039001;1000;4442.5;-9.1943
0.040001;1000;4367.9;-6.9275
0.041001;1000;4290.7;-4.6534
0.042001;1000;4211.7;-2.3808
0.043001;1000;4131;-0.11773
0.044001;1000;4049.1;2.1286
0.045001;1000;3966.4;4.3516
0.046001;1000;3883.1;6.5455
0.047001;1000;3799.6;8.7052
0.048001;1000;3716;10.826
0.049001;1000;3632.5;12.906
0.050001;1000;3549.4;14.94
0.051001;1000;3466.8;16.926
0.052001;1000;3384.8;18.864
0.053001;1000;3303.5;20.751
0.054001;1000;3223.1;22.588
0.055001;1000;3143.6;24.373
0.056001;1000;3065;26.107
0.057001;1000;2987.4;27.791
0.058001;1000;2910.8;29.425
0.059001;1000;2835.3;31.009
0.060002;1000;2760.9;32.547
0.061002;1000;2687.5;34.037
0.062002;1000;2615.2;35.482
0.063002;1000;2544;36.884
0.064002;1000;2473.9;38.242
0.065002;1000;2404.8;39.559
0.066002;1000;2336.7;40.836
0.067002;1000;2269.8;42.073
0.068002;1000;2203.8;43.272
0.069002;1000;2138.9;44.433
0.070002;1000;2075;45.558
0.071002;1000;2012.1;46.645
0.072002;1000;1950.2;47.697
0.073002;1000;1889.3;48.712
0.074002;1000;1829.3;49.692
0.075002;1000;1770.3;50.636
0.076002;1000;1712.3;51.544
0.077002;1000;1655.2;52.415
0.078002;1000;1599.1;53.25
0.079002;1000;1543.8;54.048
0.080002;1000;1489.5;54.809
0.081002;1000;1436;55.533
0.082002;1000;1383.4;56.219
0.083002;1000;1331.7;56.867
0.084002;1000;1280.8;57.477
0.085002;1000;1230.7;58.049
0.086002;1000;1181.4;58.582
0.087002;1000;1132.9;59.078
0.088002;1000;1085.2;59.535
0.089002;1000;1038.2;59.954
0.090002;1000;991.99;60.336
0.091002;1000;946.46;60.681
0.092002;1000;901.63;60.99
0.093002;1000;857.48;61.263
0.094002;1000;813.99;61.502
0.095002;1000;771.16;61.706
0.096002;1000;728.96;61.878
0.097002;1000;687.39;62.018
0.098002;1000;646.44;62.128
0.099002;1000;606.09;62.208
0.1;1000;566.34;62.26
0.101;1000;527.19;62.285
0.102;1000;488.62;62.284
0.103;1000;450.63;62.259
0.104;1000;413.23;62.211
0.105;1000;376.4;62.141
0.106;1000;340.16;62.05
0.107;1000;304.49;61.939
0.108;1000;269.39;61.81
0.109;1000;234.87;61.662
0.11;1000;200.92;61.497
0.111;1000;167.55;61.316
0.112;1000;134.75;61.118
0.113;1000;102.52;60.905
0.114;1000;70.864;60.677
0.115;1000;39.775;60.433
0.116;1000;9.251;60.175
0.117;1000;-20.71;59.902
0.118;1000;-50.113;59.613
0.119;1000;-78.962;59.309
0.12;1000;-107.26;58.99
0.121;1000;-135.01;58.655
0.122;1000;-162.23;58.304
0.123;1000;-188.9;57.936
0.124;1000;-215.05;57.552
0.125;1000;-240.67;57.15
0.126;1000;-265.77;56.731
0.127;1000;-290.34;56.294
0.128;1000;-314.4;55.838
0.129;1000;-337.95;55.365
0.13;1000;-360.98;54.873
0.131;1000;-383.5;54.362
0.132;1000;-405.51;53.833
0.133;1000;-427;53.286
0.134;1000;-447.97;52.721
0.135;1000;-468.43;52.139
0.136;1000;-488.36;51.54
0.137;1000;-507.77;50.924
0.138;1000;-526.65;50.292
0.139;1000;-545;49.645
0.14;1000;-562.81;48.985
0.141;1000;-580.08;48.31
0.142;1000;-596.82;47.623
0.143;1000;-613.01;46.925
0.144;1000;-628.65;46.215
0.145;1000;-643.76;45.496
0.146;1000;-658.32;44.768
0.147;1000;-672.35;44.032
0.148;1000;-685.85;43.288
0.149;1000;-698.81;42.538
0.15;1000;-711.26;41.781
0.151;1000;-723.2;41.019
0.152;1000;-734.64;40.252
0.153;1000;-745.59;39.48
0.154;1000;-756.06;38.703
0.155;1000;-766.06;37.922
0.156;1000;-775.62;37.137
0.157;1000;-784.73;36.347
0.158;1000;-793.42;35.554
0.159;1000;-801.71;34.755
0.16;1000;-809.59;33.952
0.161;1000;-817.1;33.145
0.162;1000;-824.23;32.332
0.163;1000;-831;31.515
0.164;1000;-837.42;30.693
0.165;1000;-843.5;29.865
0.166;1000;-849.25;29.033
0.167;1000;-854.67;28.195
0.168;1000;-859.77;27.353
0.169;1000;-864.56;26.507
0.17;1000;-869.03;25.657
0.171;1000;-873.19;24.803
0.172;1000;-877.04;23.947
0.173;1000;-880.58;23.089
0.174;1000;-883.81;22.23
0.175;1000;-886.73;21.371
0.176;1000;-889.34;20.512
0.177;1000;-891.64;19.655
0.178;1000;-893.63;18.8
0.179;1000;-895.31;17.949
0.18;1000;-896.68;17.103
0.181;1000;-897.74;16.262
0.182;1000;-898.5;15.427
0.183;1000;-898.96;14.599
0.184;1000;-899.12;13.779
0.185;1000;-898.99;12.966
