time;SamplingFrequency;ECG;Pulse
0;1000;522;520
0.001;1000;522;519
0.0020001;1000;520;519
0.0030001;1000;519;520
0.0040001;1000;518;519
0.0050001;1000;517;520
0.0060002;1000;517;522
0.0070002;1000;515;519
0.0080002;1000;515;519
0.0090002;1000;514;520
0.01;1000;511;524
0.011;1000;504;522
0.012;1000;501;520
0.013;1000;501;519
0.014;1000;502;521
0.015;1000;508;523
0.016;1000;512;523
0.017;1000;513;523
0.018;1000;514;524
0.019;1000;518;522
0.020001;1000;521;524
0.021001;1000;523;523
0.022001;1000;524;527
0.023001;1000;520;521
0.024001;1000;515;524
0.025001;1000;512;527
0.026001;1000;510;525
0.027001;1000;507;524
0.028001;1000;504;522
0.029001;1000;503;524
0.030001;1000;502;526
0.031001;1000;503;526
0.032001;1000;508;525
0.033001;1000;514;523
0.034001;1000;518;524
0.035001;1000;520;527
0.036001;1000;523;526
0.037001;1000;523;525
0.038001;1000;520;528
0.039001;1000;518;525
0.040001;1000;517;527
0.041001;1000;516;527
0.042001;1000;516;525
0.043001;1000;517;523
0.044001;1000;520;524
0.045001;1000;523;526
0.046001;1000;523;526
0.047001;1000;520;524
0.048001;1000;517;526
0.049001;1000;516;524
0.050001;1000;517;526
0.051001;1000;516;526
0.052001;1000;516;524
0.053001;1000;518;524
0.054001;1000;517;525
0.055001;1000;516;523
0.056001;1000;520;527
0.057001;1000;524;525
0.058001;1000;525;522
0.059001;1000;525;524
0.060002;1000;525;524
0.061002;1000;524;524
0.062002;1000;524;523
0.063002;1000;524;523
0.064002;1000;525;522
0.065002;1000;525;524
0.066002;1000;521;524
0.067002;1000;516;523
0.068002;1000;513;523
0.069002;1000;514;522
0.070002;1000;515;521
0.071002;1000;515;526
0.072002;1000;517;520
0.073002;1000;519;524
0.074002;1000;520;521
0.075002;1000;523;523
0.076002;1000;528;522
0.077002;1000;528;521
0.078002;1000;523;521
0.079002;1000;521;520
0.080002;1000;523;521
0.081002;1000;527;521
0.082002;1000;528;520
0.083002;1000;526;518
0.084002;1000;526;519
0.085002;1000;526;521
0.086002;1000;524;522
0.087002;1000;524;521
0.088002;1000;523;521
0.089002;1000;523;519
0.090002;1000;521;523
0.091002;1000;520;518
0.092002;1000;521;522
0.093002;1000;522;517
0.094002;1000;524;521
0.095002;1000;527;518
0.096002;1000;528;521
0.097002;1000;528;521
0.098002;1000;529;519
0.099002;1000;532;519
0.1;1000;533;519
0.101;1000;531;519
0.102;1000;528;518
0.103;1000;525;515
0.104;1000;521;517
0.105;1000;517;516
0.106;1000;513;520
0.107;1000;508;518
0.108;1000;504;514
0.109;1000;500;516
0.11;1000;498;518
0.111;1000;500;518
0.112;1000;504;517
0.113;1000;506;517
0.114;1000;505;516
0.115;1000;504;515
0.116;1000;502;519
0.117;1000;500;515
0.118;1000;500;519
0.119;1000;504;516
0.12;1000;507;517
0.121;1000;509;517
0.122;1000;513;515
0.123;1000;514;512
0.124;1000;513;513
0.125;1000;508;515
0.126;1000;507;515
0.127;1000;506;515
0.128;1000;505;515
0.129;1000;504;513
0.13;1000;501;515
0.131;1000;502;515
0.132;1000;505;513
0.133;1000;508;513
0.134;1000;510;514
0.135;1000;508;512
0.136;1000;508;517
0.137;1000;508;511
0.138;1000;507;511
0.139;1000;507;512
0.14;1000;506;513
0.141;1000;505;514
0.142;1000;506;512
0.143;1000;505;510
0.144;1000;507;512
0.145;1000;508;513
0.146;1000;504;513
0.147;1000;500;513
0.148;1000;501;513
0.149;1000;501;512
0.15;1000;499;514
0.151;1000;497;511
0.152;1000;496;517
0.153;1000;497;511
0.154;1000;500;515
0.155;1000;503;515
0.156;1000;504;512
0.157;1000;506;512
0.158;1000;506;510
0.159;1000;505;512
0.16;1000;505;513
0.161;1000;506;513
0.162;1000;507;512
0.163;1000;504;510
0.164;1000;505;512
0.165;1000;507;514
0.166;1000;504;512
0.167;1000;504;515
0.168;1000;503;511
0.169;1000;502;513
0.17;1000;500;513
0.171;1000;499;514
0.172;1000;499;512
0.173;1000;501;510
0.174;1000;505;512
0.175;1000;508;513
0.176;1000;510;513
0.177;1000;512;514
0.178;1000;512;513
0.179;1000;513;512
0.18;1000;513;513
0.181;1000;512;514
0.182;1000;510;512
0.183;1000;512;511
0.184;1000;513;513
0.185;1000;512;512
0.186;1000;509;516
0.187;1000;504;512
0.188;1000;496;513
0.189;1000;492;512
0.19;1000;491;513
0.191;1000;484;514
0.192;1000;478;512
0.193;1000;474;516
0.194;1000;471;513
0.195;1000;470;512
0.196;1000;472;516
0.197;1000;475;513
0.198;1000;479;518
0.199;1000;483;513
0.20001;1000;487;515
0.20101;1000;492;515
0.20201;1000;497;513
0.20301;1000;503;511
0.20401;1000;512;513
0.20501;1000;524;515
0.20601;1000;536;515
0.20701;1000;545;514
0.20801;1000;552;512
0.20901;1000;562;513
0.21001;1000;577;515
0.21101;1000;592;515
0.21201;1000;607;515
0.21301;1000;624;512
0.21401;1000;643;513
0.21501;1000;657;519
0.21601;1000;669;513
0.21701;1000;682;518
0.21801;1000;696;512
0.21901;1000;709;514
0.22001;1000;723;515
0.22101;1000;736;516
0.22201;1000;749;515
0.22301;1000;759;512
0.22401;1000;763;514
0.22501;1000;764;515
0.22601;1000;762;513
0.22701;1000;759;518
0.22801;1000;758;513
0.22901;1000;753;515
0.23001;1000;742;514
0.23101;1000;727;517
0.23201;1000;704;517
0.23301;1000;679;513
0.23401;1000;648;516
0.23501;1000;617;517
0.23601;1000;590;516
0.23701;1000;564;514
0.23801;1000;540;515
0.23901;1000;520;514
0.24001;1000;503;516
0.24101;1000;488;515
0.24201;1000;478;515
0.24301;1000;471;516
0.24401;1000;466;515
0.24501;1000;464;514
0.24601;1000;464;519
0.24701;1000;462;514
0.24801;1000;459;518
0.24901;1000;455;514
0.25001;1000;454;515
0.25101;1000;454;515
0.25201;1000;455;515
0.25301;1000;457;513
0.25401;1000;459;514
0.25501;1000;462;515
0.25601;1000;462;516
0.25701;1000;460;515
0.25801;1000;456;516
0.25901;1000;452;514
0.26001;1000;449;515
0.26101;1000;450;516
0.26201;1000;452;515
0.26301;1000;452;515
0.26401;1000;451;514
0.26501;1000;449;516
0.26601;1000;446;515
0.26701;1000;447;513
0.26801;1000;448;514
0.26901;1000;449;513
0.27001;1000;449;514
0.27101;1000;449;515
0.27201;1000;449;513
0.27301;1000;451;513
0.27401;1000;457;514
0.27501;1000;466;515
0.27601;1000;472;515
0.27701;1000;475;515
0.27801;1000;477;514
0.27901;1000;480;514
0.28001;1000;480;516
0.28101;1000;479;514
0.28201;1000;481;512
0.28301;1000;481;512
0.28401;1000;480;512
0.28501;1000;479;513
0.28601;1000;480;513
0.28701;1000;481;512
0.28801;1000;482;515
0.28901;1000;483;512
0.29001;1000;480;512
0.29101;1000;476;516
0.29201;1000;473;513
0.29301;1000;475;517
0.29401;1000;477;513
0.29501;1000;479;515
0.29601;1000;481;515
0.29701;1000;482;513
0.29801;1000;486;513
0.29901;1000;488;513
0.30001;1000;489;512
0.30101;1000;490;515
0.30201;1000;491;514
0.30301;1000;492;513
0.30401;1000;493;513
0.30501;1000;492;516
0.30601;1000;487;515
0.30701;1000;485;515
0.30801;1000;482;512
0.30901;1000;479;515
0.31001;1000;480;515
0.31101;1000;481;516
0.31201;1000;484;515
0.31301;1000;487;513
0.31401;1000;492;518
