time;SamplingFrequency;ECG
0.706;1000;460
0.707;1000;460
0.708;1000;460
0.709;1000;460
0.71;1000;460
0.711;1000;462
0.712;1000;464
0.713;1000;464
0.714;1000;465
0.715;1000;467
0.716;1000;470
0.717;1000;471
0.718;1000;472
0.719;1000;472
0.72;1000;472
0.721;1000;472
0.722;1000;472
0.723;1000;471
0.724;1000;470
0.725;1000;470
0.726;1000;470
0.727;1000;470
0.728;1000;469
0.729;1000;469
0.73;1000;468
0.731;1000;468
0.732;1000;468
0.733;1000;469
0.734;1000;471
0.735;1000;472
0.736;1000;475
0.737;1000;475
0.738;1000;476
0.739;1000;477
0.74;1000;478
0.741;1000;477
0.742;1000;477
0.743;1000;476
0.744;1000;477
0.745;1000;478
0.746;1000;479
0.747;1000;479
0.748;1000;480
0.749;1000;481
0.75;1000;483
0.751;1000;484
0.752;1000;486
0.753;1000;488
0.754;1000;489
0.755;1000;489
0.756;1000;489
0.757;1000;489
0.758;1000;490
0.759;1000;492
0.76;1000;492
0.761;1000;492
0.762;1000;492
0.763;1000;492
0.764;1000;493
0.765;1000;492
0.766;1000;491
0.767;1000;492
0.768;1000;492
0.769;1000;492
0.77;1000;492
0.771;1000;492
0.772;1000;492
0.773;1000;492
0.774;1000;492
0.775;1000;490
0.776;1000;489
0.777;1000;491
0.778;1000;493
0.779;1000;494
0.78;1000;496
0.781;1000;497
0.782;1000;496
0.783;1000;496
0.784;1000;497
0.785;1000;497
0.786;1000;497
0.787;1000;495
0.788;1000;494
0.789;1000;494
0.79;1000;496
0.791;1000;499
0.792;1000;504
0.793;1000;505
0.794;1000;505
0.795;1000;508
0.796;1000;511
0.797;1000;513
0.798;1000;515
0.799;1000;515
0.8;1000;512
0.801;1000;507
0.802;1000;504
0.803;1000;505
0.804;1000;507
0.805;1000;505
0.806;1000;503
0.807;1000;501
0.808;1000;503
0.809;1000;507
0.81;1000;511
0.811;1000;511
0.812;1000;510
0.813;1000;508
0.814;1000;509
0.815;1000;509
0.816;1000;509
0.817;1000;508
0.818;1000;508
0.819;1000;506
0.82;1000;504
0.821;1000;504
0.822;1000;504
0.823;1000;504
0.824;1000;504
0.825;1000;505
0.826;1000;504
0.827;1000;503
0.828;1000;505
0.829;1000;505
0.83;1000;503
0.831;1000;502
0.832;1000;503
0.833;1000;503
0.834;1000;504
0.835;1000;506
0.836;1000;506
0.837;1000;506
0.838;1000;506
0.839;1000;505
0.84;1000;500
0.841;1000;499
0.842;1000;499
0.843;1000;501
0.844;1000;502
0.845;1000;503
0.846;1000;503
0.847;1000;503
0.848;1000;500
0.849;1000;498
0.85;1000;497
0.851;1000;496
0.852;1000;497
0.853;1000;502
0.854;1000;505
0.855;1000;507
0.856;1000;508
0.857;1000;509
0.858;1000;511
0.859;1000;512
0.86;1000;513
0.861;1000;512
0.862;1000;510
0.863;1000;510
0.864;1000;510
0.865;1000;509
0.866;1000;507
0.867;1000;504
0.868;1000;502
0.869;1000;501
0.87;1000;501
0.871;1000;502
0.872;1000;504
0.873;1000;503
0.874;1000;503
0.875;1000;503
0.876;1000;503
0.877;1000;504
0.878;1000;505
0.879;1000;504
0.88;1000;503
0.881;1000;502
0.882;1000;502
0.883;1000;501
0.884;1000;503
0.885;1000;504
0.886;1000;505
0.887;1000;505
0.888;1000;504
0.889;1000;504
0.89;1000;505
0.891;1000;505
0.892;1000;508
0.893;1000;509
0.894;1000;509
0.895;1000;510
0.896;1000;513
0.897;1000;517
0.898;1000;517
0.899;1000;516
0.9;1000;513
0.901;1000;511
0.902;1000;508
0.903;1000;508
0.904;1000;509
0.905;1000;508
0.906;1000;507
