time;SamplingFrequency;Pulse
8.045;1000;512
8.046;1000;512
8.047;1000;513
8.048;1000;512
8.049;1000;511
8.05;1000;514
8.051;1000;513
8.052;1000;510
8.053;1000;512
8.054;1000;510
8.055;1000;512
8.056;1000;512
8.057;1000;511
8.058;1000;512
8.059;1000;512
8.06;1000;512
8.061;1000;512
8.062;1000;512
8.063;1000;512
8.064;1000;511
8.065;1000;513
8.066;1000;513
8.067;1000;512
8.068;1000;512
8.069;1000;511
8.07;1000;513
8.071;1000;514
8.072;1000;513
8.073;1000;513
8.074;1000;515
8.075;1000;515
8.076;1000;512
8.077;1000;516
8.078;1000;513
8.079;1000;512
8.08;1000;514
8.081;1000;512
8.082;1000;515
8.083;1000;513
8.084;1000;513
8.085;1000;515
8.086;1000;515
8.087;1000;515
8.088;1000;514
8.089;1000;513
8.09;1000;515
8.091;1000;515
8.092;1000;513
8.093;1000;515
8.094;1000;513
8.095;1000;515
8.096;1000;515
8.097;1000;515
8.098;1000;514
8.099;1000;516
8.1;1000;515
8.101;1000;513
8.102;1000;515
8.103;1000;517
8.104;1000;514
8.105;1000;515
8.106;1000;515
8.107;1000;516
8.108;1000;515
8.109;1000;514
8.11;1000;516
8.111;1000;516
8.112;1000;516
8.113;1000;515
8.114;1000;514
8.115;1000;513
8.116;1000;518
8.117;1000;515
8.118;1000;515
8.119;1000;514
8.12;1000;515
8.121;1000;515
8.122;1000;514
8.123;1000;514
8.124;1000;513
8.125;1000;515
8.126;1000;515
8.127;1000;513
8.128;1000;516
8.129;1000;514
8.13;1000;516
8.131;1000;516
8.132;1000;515
8.133;1000;514
8.134;1000;515
8.135;1000;518
8.136;1000;515
8.137;1000;516
8.138;1000;515
8.139;1000;513
8.14;1000;515
8.141;1000;515
8.142;1000;515
8.143;1000;514
8.144;1000;514
8.145;1000;517
8.146;1000;516
8.147;1000;513
8.148;1000;512
8.149;1000;512
8.15;1000;514
8.151;1000;514
8.152;1000;514
8.153;1000;513
8.154;1000;513
8.155;1000;513
8.156;1000;517
8.157;1000;515
8.158;1000;515
8.159;1000;514
8.16;1000;515
8.161;1000;515
8.162;1000;514
8.163;1000;514
8.164;1000;513
8.165;1000;515
8.166;1000;515
8.167;1000;515
8.168;1000;515
8.169;1000;514
8.17;1000;515
8.171;1000;515
8.172;1000;514
8.173;1000;517
8.174;1000;514
8.175;1000;513
8.176;1000;518
8.177;1000;516
8.178;1000;515
8.179;1000;515
8.18;1000;516
8.181;1000;515
8.182;1000;515
8.183;1000;514
8.184;1000;513
8.185;1000;515
8.186;1000;515
8.187;1000;515
8.188;1000;514
8.189;1000;512
8.19;1000;512
8.191;1000;515
8.192;1000;515
8.193;1000;514
8.194;1000;513
8.195;1000;515
8.196;1000;515
8.197;1000;515
8.198;1000;514
8.199;1000;513
8.2;1000;513
8.201;1000;516
8.202;1000;513
8.203;1000;517
8.204;1000;515
8.205;1000;515
8.206;1000;516
8.207;1000;515
8.208;1000;515
8.209;1000;513
8.21;1000;515
8.211;1000;516
8.212;1000;515
8.213;1000;515
8.214;1000;514
8.215;1000;514
8.216;1000;517
8.217;1000;515
8.218;1000;518
8.219;1000;514
8.22;1000;516
8.221;1000;517
8.222;1000;515
8.223;1000;515
8.224;1000;514
8.225;1000;516
8.226;1000;516
8.227;1000;516
8.228;1000;515
8.229;1000;515
8.23;1000;518
8.231;1000;517
8.232;1000;514
8.233;1000;517
8.234;1000;515
8.235;1000;517
8.236;1000;518
8.237;1000;517
8.238;1000;516
8.239;1000;515
8.24;1000;517
8.241;1000;518
8.242;1000;516
8.243;1000;519
8.244;1000;516
8.245;1000;518
8.246;1000;519
8.247;1000;518
8.248;1000;518
8.249;1000;517
8.25;1000;519
8.251;1000;520
8.252;1000;519
8.253;1000;518
8.254;1000;518
8.255;1000;519
8.256;1000;520
8.257;1000;520
8.258;1000;520
8.259;1000;519
8.26;1000;522
8.261;1000;523
8.262;1000;522
8.263;1000;523
8.264;1000;522
8.265;1000;526
8.266;1000;523
8.267;1000;524
8.268;1000;524
8.269;1000;524
8.27;1000;526
8.271;1000;527
8.272;1000;525
8.273;1000;528
8.274;1000;525
8.275;1000;525
8.276;1000;530
8.277;1000;526
8.278;1000;528
8.279;1000;528
8.28;1000;529
8.281;1000;530
8.282;1000;529
8.283;1000;532
8.284;1000;530
8.285;1000;532
8.286;1000;533
8.287;1000;532
8.288;1000;532
8.289;1000;531
8.29;1000;534
8.291;1000;534
8.292;1000;534
8.293;1000;534
8.294;1000;533
8.295;1000;536
8.296;1000;536
8.297;1000;533
8.298;1000;536
8.299;1000;533
8.3;1000;535
8.301;1000;536
8.302;1000;536
8.303;1000;536
8.304;1000;535
8.305;1000;536
8.306;1000;540
8.307;1000;537
8.308;1000;537
8.309;1000;538
8.31;1000;538
8.311;1000;539
8.312;1000;538
8.313;1000;537
8.314;1000;536
8.315;1000;538
8.316;1000;539
8.317;1000;537
8.318;1000;540
8.319;1000;537
8.32;1000;539
8.321;1000;539
8.322;1000;539
8.323;1000;538
8.324;1000;539
8.325;1000;541
8.326;1000;537
8.327;1000;539
8.328;1000;539
8.329;1000;537
8.33;1000;538
8.331;1000;539
8.332;1000;539
8.333;1000;537
8.334;1000;536
8.335;1000;538
8.336;1000;536
8.337;1000;537
8.338;1000;539
8.339;1000;536
8.34;1000;537
8.341;1000;537
8.342;1000;537
8.343;1000;535
8.344;1000;534
8.345;1000;536
8.346;1000;536
8.347;1000;535
8.348;1000;534
8.349;1000;533
8.35;1000;535
8.351;1000;535
8.352;1000;534
8.353;1000;534
8.354;1000;532
8.355;1000;531
8.356;1000;535
8.357;1000;531
8.358;1000;534
8.359;1000;530
8.36;1000;531
8.361;1000;531
8.362;1000;530
8.363;1000;529
8.364;1000;527
8.365;1000;529
8.366;1000;530
8.367;1000;527
8.368;1000;528
8.369;1000;526
8.37;1000;529
8.371;1000;524
8.372;1000;526
8.373;1000;526
8.374;1000;524
8.375;1000;526
8.376;1000;526
8.377;1000;526
8.378;1000;523
8.379;1000;524
8.38;1000;526
8.381;1000;523
8.382;1000;522
8.383;1000;523
8.384;1000;521
8.385;1000;522
8.386;1000;522
8.387;1000;521
8.388;1000;520
8.389;1000;519
8.39;1000;520
8.391;1000;520
8.392;1000;519
8.393;1000;519
8.394;1000;516
8.395;1000;518
8.396;1000;515
8.397;1000;519
8.398;1000;516
8.399;1000;515
8.4;1000;515
8.401;1000;519
8.402;1000;516
8.403;1000;515
8.404;1000;514
8.405;1000;515
8.406;1000;515
8.407;1000;515
8.408;1000;513
8.409;1000;512
8.41;1000;513
8.411;1000;513
8.412;1000;512
8.413;1000;511
8.414;1000;510
8.415;1000;509
8.416;1000;512
8.417;1000;511
8.418;1000;510
8.419;1000;509
8.42;1000;511
8.421;1000;511
8.422;1000;509
8.423;1000;511
8.424;1000;508
8.425;1000;510
8.426;1000;511
8.427;1000;509
8.428;1000;508
8.429;1000;507
8.43;1000;509
8.431;1000;509
8.432;1000;509
8.433;1000;507
8.434;1000;507
8.435;1000;509
8.436;1000;508
8.437;1000;507
8.438;1000;510
8.439;1000;507
8.44;1000;508
8.441;1000;506
8.442;1000;509
8.443;1000;506
8.444;1000;506
8.445;1000;509
8.446;1000;508
8.447;1000;507
8.448;1000;505
8.449;1000;505
8.45;1000;507
8.451;1000;507
8.452;1000;506
8.453;1000;506
8.454;1000;505
8.455;1000;508
8.456;1000;504
8.457;1000;508
8.458;1000;504
8.459;1000;504
8.46;1000;506
8.461;1000;507
8.462;1000;507
8.463;1000;505
8.464;1000;504
8.465;1000;507
8.466;1000;507
8.467;1000;504
8.468;1000;503
8.469;1000;505
8.47;1000;505
8.471;1000;505
8.472;1000;504
8.473;1000;505
8.474;1000;504
8.475;1000;504
8.476;1000;506
8.477;1000;506
8.478;1000;505
8.479;1000;504
8.48;1000;505
8.481;1000;506
8.482;1000;505
8.483;1000;506
8.484;1000;505
8.485;1000;508
8.486;1000;508
8.487;1000;505
8.488;1000;505
8.489;1000;504
8.49;1000;505
8.491;1000;506
8.492;1000;506
8.493;1000;506
8.494;1000;505
8.495;1000;509
8.496;1000;508
8.497;1000;506
8.498;1000;505
8.499;1000;505
8.5;1000;504
8.501;1000;507
8.502;1000;507
8.503;1000;507
8.504;1000;507
8.505;1000;510
8.506;1000;510
8.507;1000;507
8.508;1000;510
8.509;1000;508
8.51;1000;508
8.511;1000;510
8.512;1000;511
8.513;1000;511
8.514;1000;510
8.515;1000;511
8.516;1000;512
8.517;1000;512
8.518;1000;510
8.519;1000;510
8.52;1000;510
8.521;1000;513
8.522;1000;512
8.523;1000;513
8.524;1000;512
8.525;1000;514
8.526;1000;514
8.527;1000;514
8.528;1000;514
8.529;1000;513
8.53;1000;515
8.531;1000;513
8.532;1000;518
8.533;1000;515
8.534;1000;515
8.535;1000;517
8.536;1000;518
8.537;1000;518
8.538;1000;516
8.539;1000;516
8.54;1000;518
8.541;1000;516
8.542;1000;521
8.543;1000;518
8.544;1000;519
8.545;1000;521
8.546;1000;520
8.547;1000;519
8.548;1000;518
8.549;1000;518
8.55;1000;520
8.551;1000;521
8.552;1000;520
8.553;1000;519
8.554;1000;519
8.555;1000;522
8.556;1000;522
8.557;1000;522
8.558;1000;520
8.559;1000;520
8.56;1000;520
8.561;1000;525
8.562;1000;522
8.563;1000;521
8.564;1000;521
8.565;1000;523
8.566;1000;523
8.567;1000;523
8.568;1000;522
8.569;1000;521
8.57;1000;524
8.571;1000;521
8.572;1000;525
8.573;1000;521
8.574;1000;521
8.575;1000;524
8.576;1000;524
8.577;1000;523
8.578;1000;521
8.579;1000;522
8.58;1000;523
8.581;1000;523
8.582;1000;523
8.583;1000;522
8.584;1000;521
8.585;1000;523
8.586;1000;524
8.587;1000;523
8.588;1000;522
8.589;1000;523
8.59;1000;524
8.591;1000;524
8.592;1000;523
8.593;1000;523
8.594;1000;524
8.595;1000;522
8.596;1000;525
8.597;1000;523
8.598;1000;521
8.599;1000;521
8.6;1000;523
8.601;1000;523
8.602;1000;522
8.603;1000;522
8.604;1000;521
8.605;1000;520
8.606;1000;524
8.607;1000;522
8.608;1000;522
8.609;1000;520
8.61;1000;521
8.611;1000;521
8.612;1000;521
8.613;1000;519
8.614;1000;519
8.615;1000;520
8.616;1000;520
8.617;1000;519
8.618;1000;522
8.619;1000;519
8.62;1000;520
8.621;1000;520
8.622;1000;520
8.623;1000;519
8.624;1000;518
8.625;1000;518
8.626;1000;522
8.627;1000;519
8.628;1000;519
8.629;1000;518
8.63;1000;519
8.631;1000;520
8.632;1000;519
8.633;1000;518
8.634;1000;517
8.635;1000;520
8.636;1000;519
8.637;1000;517
8.638;1000;516
8.639;1000;515
8.64;1000;515
8.641;1000;518
8.642;1000;518
8.643;1000;515
8.644;1000;516
8.645;1000;517
8.646;1000;517
8.647;1000;516
8.648;1000;517
8.649;1000;515
8.65;1000;516
8.651;1000;516
8.652;1000;516
8.653;1000;515
8.654;1000;514
8.655;1000;515
8.656;1000;516
8.657;1000;515
8.658;1000;515
8.659;1000;513
8.66;1000;516
8.661;1000;511
8.662;1000;515
8.663;1000;513
8.664;1000;512
8.665;1000;514
8.666;1000;514
8.667;1000;512
8.668;1000;515
8.669;1000;512
8.67;1000;513
8.671;1000;514
8.672;1000;513
8.673;1000;513
8.674;1000;512
8.675;1000;513
8.676;1000;513
8.677;1000;512
8.678;1000;514
8.679;1000;512
8.68;1000;513
8.681;1000;513
8.682;1000;513
8.683;1000;512
8.684;1000;511
8.685;1000;513
8.686;1000;513
8.687;1000;512
8.688;1000;512
8.689;1000;511
8.69;1000;512
8.691;1000;512
8.692;1000;511
8.693;1000;510
8.694;1000;509
8.695;1000;510
8.696;1000;513
8.697;1000;511
8.698;1000;511
8.699;1000;510
8.7;1000;509
8.701;1000;513
8.702;1000;511
8.703;1000;510
8.704;1000;509
8.705;1000;511
8.706;1000;511
8.707;1000;511
8.708;1000;511
8.709;1000;510
8.71;1000;512
8.711;1000;512
8.712;1000;510
8.713;1000;509
8.714;1000;508
8.715;1000;507
8.716;1000;511
8.717;1000;511
8.718;1000;508
8.719;1000;509
8.72;1000;513
8.721;1000;510
8.722;1000;509
8.723;1000;510
8.724;1000;508
8.725;1000;510
8.726;1000;511
8.727;1000;510
8.728;1000;509
8.729;1000;509
8.73;1000;511
8.731;1000;511
8.732;1000;510
8.733;1000;511
8.734;1000;510
8.735;1000;513
8.736;1000;508
8.737;1000;512
8.738;1000;509
8.739;1000;509
8.74;1000;509
8.741;1000;513
8.742;1000;511
8.743;1000;510
8.744;1000;510
8.745;1000;512
8.746;1000;511
8.747;1000;510
8.748;1000;510
8.749;1000;509
8.75;1000;511
8.751;1000;511
8.752;1000;511
8.753;1000;510
8.754;1000;510
8.755;1000;509
8.756;1000;513
8.757;1000;511
8.758;1000;510
8.759;1000;509
8.76;1000;511
8.761;1000;511
8.762;1000;511
8.763;1000;511
8.764;1000;510
8.765;1000;510
8.766;1000;514
8.767;1000;512
8.768;1000;512
8.769;1000;511
8.77;1000;512
8.771;1000;512
8.772;1000;512
8.773;1000;511
8.774;1000;510
8.775;1000;512
8.776;1000;513
8.777;1000;513
8.778;1000;512
8.779;1000;511
8.78;1000;513
8.781;1000;513
8.782;1000;511
8.783;1000;515
8.784;1000;512
8.785;1000;511
8.786;1000;516
8.787;1000;514
8.788;1000;513
8.789;1000;512
8.79;1000;515
8.791;1000;515
8.792;1000;515
8.793;1000;514
8.794;1000;513
8.795;1000;516
8.796;1000;515
8.797;1000;514
8.798;1000;513
8.799;1000;512
8.8;1000;512
8.801;1000;515
8.802;1000;515
8.803;1000;513
8.804;1000;515
8.805;1000;518
8.806;1000;514
8.807;1000;513
8.808;1000;515
8.809;1000;513
8.81;1000;515
8.811;1000;515
8.812;1000;515
8.813;1000;514
8.814;1000;514
8.815;1000;516
8.816;1000;516
8.817;1000;515
8.818;1000;515
8.819;1000;514
8.82;1000;516
8.821;1000;512
8.822;1000;517
8.823;1000;513
8.824;1000;514
8.825;1000;514
8.826;1000;518
8.827;1000;516
8.828;1000;514
8.829;1000;514
8.83;1000;516
8.831;1000;515
8.832;1000;515
8.833;1000;515
8.834;1000;513
8.835;1000;515
8.836;1000;515
8.837;1000;515
8.838;1000;515
8.839;1000;514
8.84;1000;514
8.841;1000;519
8.842;1000;516
8.843;1000;514
8.844;1000;515
8.845;1000;517
8.846;1000;517
8.847;1000;516
8.848;1000;516
8.849;1000;515
8.85;1000;515
8.851;1000;519
8.852;1000;516
8.853;1000;516
8.854;1000;516
8.855;1000;516
8.856;1000;516
8.857;1000;517
8.858;1000;515
8.859;1000;515
8.86;1000;516
8.861;1000;517
8.862;1000;516
8.863;1000;515
8.864;1000;514
8.865;1000;516
8.866;1000;517
8.867;1000;515
8.868;1000;518
8.869;1000;515
8.87;1000;515
8.871;1000;519
8.872;1000;516
8.873;1000;515
8.874;1000;516
8.875;1000;517
8.876;1000;517
8.877;1000;517
8.878;1000;516
8.879;1000;515
8.88;1000;516
8.881;1000;519
8.882;1000;517
8.883;1000;516
8.884;1000;516
8.885;1000;518
8.886;1000;518
8.887;1000;518
8.888;1000;518
8.889;1000;516
8.89;1000;518
8.891;1000;518
8.892;1000;516
8.893;1000;516
8.894;1000;515
8.895;1000;515
8.896;1000;518
8.897;1000;517
8.898;1000;516
8.899;1000;515
8.9;1000;518
8.901;1000;517
8.902;1000;515
8.903;1000;518
8.904;1000;516
8.905;1000;518
8.906;1000;515
8.907;1000;519
8.908;1000;515
8.909;1000;515
8.91;1000;517
8.911;1000;518
8.912;1000;517
8.913;1000;517
8.914;1000;516
8.915;1000;516
8.916;1000;520
8.917;1000;517
8.918;1000;515
8.919;1000;515
8.92;1000;517
8.921;1000;518
8.922;1000;517
8.923;1000;516
8.924;1000;515
8.925;1000;515
8.926;1000;519
8.927;1000;517
8.928;1000;517
8.929;1000;516
8.93;1000;517
8.931;1000;517
8.932;1000;516
8.933;1000;515
8.934;1000;515
8.935;1000;516
8.936;1000;516
8.937;1000;515
8.938;1000;518
8.939;1000;515
8.94;1000;517
8.941;1000;517
8.942;1000;517
8.943;1000;516
8.944;1000;517
8.945;1000;520
8.946;1000;517
8.947;1000;518
8.948;1000;516
8.949;1000;515
8.95;1000;518
8.951;1000;518
8.952;1000;517
8.953;1000;516
8.954;1000;517
8.955;1000;520
8.956;1000;519
8.957;1000;516
8.958;1000;515
8.959;1000;516
8.96;1000;518
8.961;1000;518
8.962;1000;518
8.963;1000;517
8.964;1000;517
8.965;1000;519
8.966;1000;517
8.967;1000;521
8.968;1000;519
8.969;1000;520
8.97;1000;522
8.971;1000;521
8.972;1000;520
8.973;1000;519
8.974;1000;520
8.975;1000;521
8.976;1000;522
8.977;1000;522
8.978;1000;523
8.979;1000;522
8.98;1000;525
8.981;1000;523
8.982;1000;524
8.983;1000;524
8.984;1000;524
8.985;1000;526
8.986;1000;526
8.987;1000;526
8.988;1000;526
8.989;1000;525
8.99;1000;525
8.991;1000;530
8.992;1000;526
8.993;1000;530
8.994;1000;527
8.995;1000;529
8.996;1000;530
8.997;1000;529
8.998;1000;528
8.999;1000;529
9;1000;532
9.001;1000;531
9.002;1000;530
9.003;1000;531
9.004;1000;531
9.005;1000;532
9.006;1000;533
9.007;1000;532
9.008;1000;531
9.009;1000;532
9.01;1000;534
9.011;1000;532
9.012;1000;536
9.013;1000;534
9.014;1000;534
9.015;1000;536
9.016;1000;536
9.017;1000;536
9.018;1000;535
9.019;1000;536
9.02;1000;539
9.021;1000;536
9.022;1000;537
9.023;1000;536
9.024;1000;535
9.025;1000;537
9.026;1000;537
9.027;1000;536
9.028;1000;536
9.029;1000;536
9.03;1000;538
9.031;1000;538
9.032;1000;536
9.033;1000;535
9.034;1000;535
9.035;1000;537
9.036;1000;537
9.037;1000;536
9.038;1000;536
9.039;1000;535
9.04;1000;536
9.041;1000;534
9.042;1000;539
9.043;1000;535
9.044;1000;535
9.045;1000;538
9.046;1000;537
9.047;1000;537
9.048;1000;535
9.049;1000;534
9.05;1000;536
9.051;1000;536
9.052;1000;535
9.053;1000;535
9.054;1000;534
9.055;1000;536
9.056;1000;536
9.057;1000;535
9.058;1000;534
9.059;1000;534
9.06;1000;536
9.061;1000;533
9.062;1000;534
9.063;1000;536
9.064;1000;533
9.065;1000;534
9.066;1000;534
9.067;1000;533
9.068;1000;531
9.069;1000;531
9.07;1000;532
9.071;1000;533
9.072;1000;532
9.073;1000;531
9.074;1000;529
9.075;1000;532
9.076;1000;530
9.077;1000;527
9.078;1000;530
9.079;1000;526
9.08;1000;527
9.081;1000;528
9.082;1000;526
9.083;1000;529
9.084;1000;526
9.085;1000;527
9.086;1000;527
9.087;1000;526
9.088;1000;524
9.089;1000;524
9.09;1000;526
9.091;1000;525
9.092;1000;524
9.093;1000;524
9.094;1000;522
9.095;1000;525
9.096;1000;523
9.097;1000;519
9.098;1000;524
9.099;1000;519
9.1;1000;521
9.101;1000;521
9.102;1000;520
9.103;1000;519
9.104;1000;518
9.105;1000;518
9.106;1000;522
9.107;1000;519
9.108;1000;518
9.109;1000;517
9.11;1000;518
9.111;1000;519
9.112;1000;518
9.113;1000;516
9.114;1000;516
9.115;1000;515
9.116;1000;519
9.117;1000;515
9.118;1000;514
9.119;1000;513
9.12;1000;514
9.121;1000;514
9.122;1000;513
9.123;1000;513
9.124;1000;512
9.125;1000;515
9.126;1000;513
9.127;1000;511
9.128;1000;511
9.129;1000;510
9.13;1000;510
9.131;1000;511
9.132;1000;510
9.133;1000;510
9.134;1000;509
9.135;1000;511
9.136;1000;509
9.137;1000;508
9.138;1000;507
9.139;1000;506
9.14;1000;509
9.141;1000;507
9.142;1000;505
9.143;1000;508
9.144;1000;505
9.145;1000;505
9.146;1000;508
9.147;1000;506
9.148;1000;508
9.149;1000;505
9.15;1000;507
9.151;1000;507
9.152;1000;506
9.153;1000;505
9.154;1000;504
9.155;1000;506
9.156;1000;506
9.157;1000;505
9.158;1000;505
9.159;1000;504
9.16;1000;507
9.161;1000;505
9.162;1000;502
9.163;1000;507
9.164;1000;504
9.165;1000;505
9.166;1000;503
9.167;1000;507
9.168;1000;504
9.169;1000;504
9.17;1000;507
9.171;1000;505
9.172;1000;504
9.173;1000;503
9.174;1000;504
9.175;1000;505
9.176;1000;505
9.177;1000;504
9.178;1000;505
9.179;1000;504
9.18;1000;507
9.181;1000;502
9.182;1000;507
9.183;1000;503
9.184;1000;504
9.185;1000;505
9.186;1000;506
9.187;1000;505
9.188;1000;504
9.189;1000;504
9.19;1000;507
9.191;1000;504
9.192;1000;508
9.193;1000;504
9.194;1000;505
9.195;1000;507
9.196;1000;507
9.197;1000;506
9.198;1000;505
9.199;1000;506
9.2;1000;508
9.201;1000;506
9.202;1000;510
9.203;1000;507
9.204;1000;507
9.205;1000;509
9.206;1000;510
9.207;1000;508
9.208;1000;507
9.209;1000;508
9.21;1000;509
9.211;1000;510
9.212;1000;508
9.213;1000;512
9.214;1000;509
9.215;1000;511
9.216;1000;512
9.217;1000;511
9.218;1000;510
9.219;1000;510
9.22;1000;512
9.221;1000;512
9.222;1000;512
9.223;1000;512
9.224;1000;511
9.225;1000;513
9.226;1000;513
9.227;1000;512
9.228;1000;515
9.229;1000;512
9.23;1000;512
9.231;1000;513
9.232;1000;517
9.233;1000;513
9.234;1000;512
9.235;1000;516
9.236;1000;515
9.237;1000;515
9.238;1000;513
9.239;1000;513
9.24;1000;515
9.241;1000;516
9.242;1000;515
9.243;1000;515
9.244;1000;515
9.245;1000;517
9.246;1000;518
9.247;1000;516
9.248;1000;515
9.249;1000;516
9.25;1000;519
9.251;1000;518
9.252;1000;516
9.253;1000;519
9.254;1000;517
9.255;1000;518
9.256;1000;519
9.257;1000;518
9.258;1000;517
9.259;1000;518
9.26;1000;519
9.261;1000;520
9.262;1000;519
9.263;1000;519
9.264;1000;518
9.265;1000;520
9.266;1000;519
9.267;1000;516
9.268;1000;520
9.269;1000;518
9.27;1000;519
9.271;1000;520
9.272;1000;519
9.273;1000;518
9.274;1000;519
9.275;1000;518
9.276;1000;523
9.277;1000;520
9.278;1000;521
9.279;1000;520
9.28;1000;520
9.281;1000;520
9.282;1000;520
9.283;1000;519
9.284;1000;519
9.285;1000;520
9.286;1000;521
9.287;1000;521
9.288;1000;521
9.289;1000;519
9.29;1000;521
9.291;1000;522
9.292;1000;521
9.293;1000;521
9.294;1000;521
9.295;1000;522
9.296;1000;522
9.297;1000;521
9.298;1000;524
9.299;1000;521
9.3;1000;522
9.301;1000;521
9.302;1000;524
9.303;1000;521
9.304;1000;521
9.305;1000;523
9.306;1000;524
9.307;1000;523
9.308;1000;521
9.309;1000;522
9.31;1000;525
9.311;1000;522
9.312;1000;522
9.313;1000;522
9.314;1000;521
9.315;1000;523
9.316;1000;523
9.317;1000;520
9.318;1000;524
9.319;1000;521
9.32;1000;523
9.321;1000;523
9.322;1000;521
9.323;1000;520
9.324;1000;519
9.325;1000;522
9.326;1000;521
9.327;1000;520
9.328;1000;521
9.329;1000;519
9.33;1000;523
9.331;1000;520
9.332;1000;517
9.333;1000;521
9.334;1000;518
9.335;1000;520
9.336;1000;520
9.337;1000;520
9.338;1000;517
9.339;1000;518
9.34;1000;521
9.341;1000;518
9.342;1000;519
9.343;1000;517
9.344;1000;517
9.345;1000;519
9.346;1000;519
9.347;1000;518
9.348;1000;517
9.349;1000;516
9.35;1000;518
9.351;1000;518
9.352;1000;518
9.353;1000;516
9.354;1000;517
9.355;1000;518
9.356;1000;515
9.357;1000;517
9.358;1000;517
9.359;1000;516
9.36;1000;517
9.361;1000;517
9.362;1000;517
9.363;1000;515
9.364;1000;515
9.365;1000;517
9.366;1000;516
9.367;1000;515
9.368;1000;514
9.369;1000;514
9.37;1000;515
9.371;1000;515
9.372;1000;514
9.373;1000;512
9.374;1000;513
9.375;1000;517
9.376;1000;513
9.377;1000;513
9.378;1000;512
9.379;1000;512
9.38;1000;513
9.381;1000;513
9.382;1000;513
9.383;1000;511
9.384;1000;512
9.385;1000;515
9.386;1000;512
9.387;1000;511
9.388;1000;512
9.389;1000;510
9.39;1000;512
9.391;1000;512
9.392;1000;512
9.393;1000;510
9.394;1000;510
9.395;1000;512
9.396;1000;512
9.397;1000;511
9.398;1000;511
9.399;1000;510
9.4;1000;511
9.401;1000;509
9.402;1000;513
9.403;1000;510
9.404;1000;511
9.405;1000;514
9.406;1000;511
9.407;1000;511
9.408;1000;510
9.409;1000;510
9.41;1000;511
9.411;1000;512
9.412;1000;511
9.413;1000;510
9.414;1000;510
9.415;1000;513
9.416;1000;511
9.417;1000;509
9.418;1000;507
9.419;1000;508
9.42;1000;510
9.421;1000;510
9.422;1000;510
9.423;1000;508
9.424;1000;510
9.425;1000;512
9.426;1000;510
9.427;1000;508
9.428;1000;510
9.429;1000;509
9.43;1000;510
9.431;1000;511
9.432;1000;510
9.433;1000;509
9.434;1000;509
9.435;1000;510
9.436;1000;511
9.437;1000;511
9.438;1000;511
9.439;1000;509
9.44;1000;510
9.441;1000;508
9.442;1000;513
9.443;1000;509
9.444;1000;510
9.445;1000;510
9.446;1000;513
9.447;1000;511
9.448;1000;510
9.449;1000;511
9.45;1000;511
9.451;1000;511
9.452;1000;511
9.453;1000;511
9.454;1000;510
9.455;1000;512
9.456;1000;512
9.457;1000;511
9.458;1000;510
9.459;1000;510
9.46;1000;508
9.461;1000;511
9.462;1000;511
9.463;1000;510
9.464;1000;510
9.465;1000;512
9.466;1000;512
9.467;1000;510
9.468;1000;512
9.469;1000;511
9.47;1000;512
9.471;1000;512
9.472;1000;513
9.473;1000;510
9.474;1000;511
9.475;1000;512
9.476;1000;513
9.477;1000;512
9.478;1000;513
9.479;1000;511
9.48;1000;513
9.481;1000;513
9.482;1000;513
9.483;1000;513
9.484;1000;512
9.485;1000;512
9.486;1000;515
9.487;1000;512
9.488;1000;514
9.489;1000;513
9.49;1000;517
9.491;1000;515
9.492;1000;514
9.493;1000;512
9.494;1000;513
9.495;1000;514
9.496;1000;515
9.497;1000;514
9.498;1000;513
9.499;1000;513
9.5;1000;516
9.501;1000;514
9.502;1000;512
9.503;1000;511
9.504;1000;512
9.505;1000;513
9.506;1000;513
9.507;1000;512
9.508;1000;515
9.509;1000;513
9.51;1000;515
9.511;1000;515
9.512;1000;514
9.513;1000;512
9.514;1000;513
9.515;1000;515
9.516;1000;515
9.517;1000;515
9.518;1000;514
9.519;1000;513
9.52;1000;516
9.521;1000;515
9.522;1000;511
9.523;1000;515
9.524;1000;512
9.525;1000;514
9.526;1000;515
9.527;1000;514
9.528;1000;514
9.529;1000;513
9.53;1000;515
9.531;1000;515
9.532;1000;514
9.533;1000;513
9.534;1000;513
9.535;1000;514
9.536;1000;515
9.537;1000;514
9.538;1000;514
9.539;1000;512
9.54;1000;515
9.541;1000;516
9.542;1000;515
9.543;1000;515
9.544;1000;514
9.545;1000;517
9.546;1000;516
9.547;1000;515
9.548;1000;515
9.549;1000;514
9.55;1000;515
9.551;1000;516
9.552;1000;515
9.553;1000;515
9.554;1000;513
9.555;1000;513
9.556;1000;518
9.557;1000;513
9.558;1000;516
9.559;1000;514
9.56;1000;513
9.561;1000;514
9.562;1000;518
9.563;1000;514
9.564;1000;515
9.565;1000;519
9.566;1000;516
9.567;1000;516
9.568;1000;515
9.569;1000;515
9.57;1000;516
9.571;1000;517
9.572;1000;516
9.573;1000;515
9.574;1000;516
9.575;1000;518
9.576;1000;516
9.577;1000;515
9.578;1000;513
9.579;1000;514
9.58;1000;516
9.581;1000;516
9.582;1000;515
9.583;1000;518
9.584;1000;515
9.585;1000;517
9.586;1000;517
9.587;1000;516
9.588;1000;514
9.589;1000;514
9.59;1000;516
9.591;1000;516
9.592;1000;515
9.593;1000;516
9.594;1000;515
9.595;1000;515
9.596;1000;519
9.597;1000;516
9.598;1000;515
