time;Sampling Frequency;ECG;Pulse
0.157;1000;555;520
0.158;1000;555;521
0.159;1000;555;520
0.16;1000;556;518
0.161;1000;555;519
0.162;1000;553;520
0.163;1000;555;518
0.164;1000;557;522
0.165;1000;558;519
0.166;1000;560;520
0.167;1000;562;519
0.168;1000;565;524
0.169;1000;566;523
0.17;1000;564;521
0.171;1000;564;520
0.172;1000;566;524
0.173;1000;567;524
0.174;1000;564;523
0.175;1000;560;523
0.176;1000;559;523
0.177;1000;559;525
0.178;1000;558;526
0.179;1000;555;524
0.18;1000;555;525
0.181;1000;551;525
0.182;1000;549;524
0.183;1000;548;529
0.184;1000;547;526
0.185;1000;543;530
0.186;1000;543;527
0.187;1000;540;529
0.188;1000;539;529
0.189;1000;537;529
0.19;1000;536;527
0.191;1000;538;529
0.192;1000;540;531
0.193;1000;542;531
0.194;1000;539;531
0.195;1000;535;531
0.196;1000;531;532
0.197;1000;526;534
0.198;1000;523;532
0.199;1000;524;536
0.2;1000;523;533
0.201;1000;520;534
0.202;1000;517;536
0.203;1000;512;537
0.204;1000;508;536
0.205;1000;504;535
0.206;1000;500;536
0.207;1000;498;539
0.208;1000;498;540
0.209;1000;497;538
0.21;1000;496;538
0.211;1000;495;539
0.212;1000;496;541
0.213;1000;497;539
0.214;1000;492;544
0.215;1000;487;540
0.216;1000;484;541
0.217;1000;482;545
0.218;1000;481;543
0.219;1000;477;543
0.22;1000;473;542
0.221;1000;468;543
0.222;1000;467;545
0.223;1000;467;547
0.224;1000;465;544
0.225;1000;465;543
0.226;1000;466;544
0.227;1000;469;548
0.228;1000;469;548
0.229;1000;469;546
0.23;1000;468;551
0.231;1000;467;547
0.232;1000;466;550
0.233;1000;467;550
0.234;1000;465;548
0.235;1000;462;547
0.236;1000;462;548
0.237;1000;459;550
0.238;1000;457;549
0.239;1000;458;549
0.24;1000;459;548
0.241;1000;459;547
0.242;1000;458;550
0.243;1000;458;550
0.244;1000;456;549
0.245;1000;455;549
0.246;1000;454;550
0.247;1000;454;547
0.248;1000;455;552
0.249;1000;455;547
0.25;1000;458;547
0.251;1000;458;548
0.252;1000;457;548
0.253;1000;456;549
0.254;1000;456;548
0.255;1000;455;547
0.256;1000;454;547
0.257;1000;454;548
0.258;1000;453;549
0.259;1000;455;548
0.26;1000;455;547
0.261;1000;453;547
0.262;1000;451;548
0.263;1000;451;546
0.264;1000;453;550
0.265;1000;455;546
0.266;1000;456;546
0.267;1000;455;547
0.268;1000;456;547
0.269;1000;457;547
0.27;1000;458;543
0.271;1000;458;544
0.272;1000;458;546
0.273;1000;457;546
0.274;1000;456;543
0.275;1000;457;543
0.276;1000;456;543
0.277;1000;456;544
0.278;1000;458;542
0.279;1000;459;545
0.28;1000;462;541
0.281;1000;462;541
0.282;1000;460;545
0.283;1000;459;541
0.284;1000;456;541
0.285;1000;455;538
0.286;1000;456;538
0.287;1000;460;540
0.288;1000;460;540
0.289;1000;459;537
0.29;1000;461;535
0.291;1000;464;536
0.292;1000;465;538
0.293;1000;465;536
0.294;1000;464;539
0.295;1000;461;534
0.296;1000;464;535
0.297;1000;467;535
0.298;1000;469;534
0.299;1000;469;533
0.3;1000;468;530
0.301;1000;467;530
0.302;1000;466;531
0.303;1000;464;531
0.304;1000;462;530
0.305;1000;463;528
0.306;1000;464;527
0.307;1000;467;529
0.308;1000;467;529
0.309;1000;464;526
0.31;1000;465;526
0.311;1000;469;523
0.312;1000;471;524
0.313;1000;472;524
0.314;1000;472;524
0.315;1000;471;526
0.316;1000;470;521
0.317;1000;470;523
0.318;1000;471;523
0.319;1000;469;521
0.32;1000;469;519
0.321;1000;467;519
0.322;1000;466;518
0.323;1000;466;522
0.324;1000;467;519
0.325;1000;468;516
0.326;1000;470;517
0.327;1000;472;518
0.328;1000;474;518
0.329;1000;474;517
0.33;1000;473;514
0.331;1000;470;513
0.332;1000;467;514
0.333;1000;468;514
0.334;1000;472;511
0.335;1000;472;510
0.336;1000;473;511
0.337;1000;472;512
0.338;1000;470;512
0.339;1000;470;510
0.34;1000;473;508
0.341;1000;474;508
0.342;1000;474;512
0.343;1000;475;507
0.344;1000;476;511
0.345;1000;476;506
0.346;1000;475;506
0.347;1000;475;508
0.348;1000;476;508
0.349;1000;476;506
0.35;1000;477;504
0.351;1000;478;503
0.352;1000;479;504
0.353;1000;480;505
0.354;1000;478;503
0.355;1000;479;503
0.356;1000;480;502
0.357;1000;480;504
0.358;1000;477;502
0.359;1000;477;505
0.36;1000;479;501
0.361;1000;480;501
0.362;1000;480;505
0.363;1000;480;500
0.364;1000;478;502
0.365;1000;478;499
0.366;1000;479;499
0.367;1000;481;501
0.368;1000;481;502
0.369;1000;481;500
0.37;1000;482;499
0.371;1000;483;498
0.372;1000;484;498
0.373;1000;480;502
0.374;1000;478;500
0.375;1000;478;499
0.376;1000;481;498
0.377;1000;482;498
0.378;1000;480;502
0.379;1000;479;499
0.38;1000;480;497
0.381;1000;483;498
0.382;1000;483;499
0.383;1000;482;500
0.384;1000;479;499
0.385;1000;479;498
0.386;1000;482;498
0.387;1000;483;497
0.388;1000;484;502
0.389;1000;487;499
0.39;1000;489;502
0.391;1000;493;498
0.392;1000;493;496
0.393;1000;493;501
0.394;1000;493;499
0.395;1000;490;497
0.396;1000;488;498
0.397;1000;486;500
0.398;1000;486;500
0.399;1000;487;498
0.4;1000;486;497
0.401;1000;486;499
0.402;1000;486;500
0.403;1000;485;500
0.404;1000;488;499
0.405;1000;490;498
0.406;1000;490;499
0.407;1000;491;503
0.408;1000;492;498
0.409;1000;492;503
0.41;1000;495;499
0.411;1000;495;499
0.412;1000;494;501
0.413;1000;492;502
0.414;1000;491;502
0.415;1000;489;499
0.416;1000;488;500
0.417;1000;492;502
0.418;1000;492;501
0.419;1000;491;505
0.42;1000;490;502
0.421;1000;489;501
0.422;1000;489;501
0.423;1000;491;505
0.424;1000;494;504
0.425;1000;495;503
0.426;1000;496;503
0.427;1000;494;504
0.428;1000;497;505
0.429;1000;500;504
0.43;1000;501;503
0.431;1000;501;503
0.432;1000;503;505
0.433;1000;504;505
0.434;1000;504;504
0.435;1000;505;505
0.436;1000;505;504
0.437;1000;502;504
0.438;1000;501;509
0.439;1000;502;506
0.44;1000;500;510
0.441;1000;500;506
0.442;1000;501;508
0.443;1000;500;509
0.444;1000;496;508
0.445;1000;495;506
0.446;1000;496;507
0.447;1000;498;509
0.448;1000;504;510
0.449;1000;506;510
0.45;1000;507;509
0.451;1000;505;509
0.452;1000;516;511
0.453;1000;522;512
0.454;1000;527;511
0.455;1000;531;511
0.456;1000;536;512
0.457;1000;541;510
0.458;1000;545;515
0.459;1000;546;510
0.46;1000;547;512
0.461;1000;545;512
0.462;1000;545;510
0.463;1000;544;516
0.464;1000;545;513
0.465;1000;547;513
0.466;1000;551;514
0.467;1000;556;515
0.468;1000;559;516
0.469;1000;557;516
0.47;1000;555;513
0.471;1000;555;515
0.472;1000;556;517
0.473;1000;559;518
0.474;1000;560;516
0.475;1000;560;519
0.476;1000;559;515
0.477;1000;560;518
0.478;1000;561;519
0.479;1000;559;518
0.48;1000;559;516
0.481;1000;557;517
0.482;1000;552;520
0.483;1000;551;519
0.484;1000;550;517
0.485;1000;549;519
0.486;1000;551;518
0.487;1000;551;517
0.488;1000;550;521
0.489;1000;547;520
0.49;1000;547;519
0.491;1000;545;518
0.492;1000;544;521
0.493;1000;543;521
0.494;1000;543;520
0.495;1000;542;519
0.496;1000;543;519
0.497;1000;541;521
0.498;1000;539;521
0.499;1000;536;520
0.5;1000;535;520
0.501;1000;536;521
0.502;1000;535;520
0.503;1000;532;524
0.504;1000;535;521
0.505;1000;539;525
0.506;1000;540;521
0.507;1000;539;523
0.508;1000;539;523
0.509;1000;539;522
0.51;1000;540;520
0.511;1000;541;521
0.512;1000;540;523
0.513;1000;540;523
0.514;1000;540;523
0.515;1000;539;522
0.516;1000;538;523
0.517;1000;536;524
0.518;1000;536;522
0.519;1000;536;526
0.52;1000;533;521
0.521;1000;532;522
0.522;1000;531;524
0.523;1000;528;524
0.524;1000;528;523
0.525;1000;530;521
0.526;1000;528;521
0.527;1000;527;523
0.528;1000;527;525
0.529;1000;526;521
0.53;1000;527;522
0.531;1000;527;521
0.532;1000;525;523
0.533;1000;525;521
0.534;1000;525;526
0.535;1000;524;521
0.536;1000;521;521
0.537;1000;521;526
0.538;1000;521;523
0.539;1000;523;522
0.54;1000;524;520
0.541;1000;524;521
0.542;1000;521;523
0.543;1000;521;523
0.544;1000;522;520
0.545;1000;523;520
0.546;1000;522;520
0.547;1000;519;524
0.548;1000;517;523
0.549;1000;513;520
0.55;1000;511;524
0.551;1000;515;520
0.552;1000;515;523
0.553;1000;515;523
0.554;1000;515;521
0.555;1000;515;519
0.556;1000;516;519
0.557;1000;518;521
0.558;1000;520;520
0.559;1000;519;518
0.56;1000;521;518
0.561;1000;523;518
0.562;1000;522;519
0.563;1000;522;520
0.564;1000;521;518
0.565;1000;522;517
0.566;1000;523;518
0.567;1000;524;522
0.568;1000;526;517
0.569;1000;528;521
0.57;1000;529;517
0.571;1000;529;517
0.572;1000;529;519
0.573;1000;525;519
0.574;1000;523;519
0.575;1000;522;516
0.576;1000;521;517
0.577;1000;521;518
0.578;1000;522;516
0.579;1000;521;519
0.58;1000;523;516
0.581;1000;526;516
0.582;1000;527;516
0.583;1000;524;519
0.584;1000;519;518
0.585;1000;516;516
0.586;1000;513;515
0.587;1000;513;517
0.588;1000;517;518
0.589;1000;519;516
0.59;1000;520;515
0.591;1000;522;514
0.592;1000;519;516
0.593;1000;520;516
0.594;1000;522;513
0.595;1000;521;513
0.596;1000;520;514
0.597;1000;519;513
0.598;1000;519;517
0.599;1000;518;513
0.6;1000;514;518
0.601;1000;512;512
0.602;1000;509;514
0.603;1000;506;515
0.604;1000;504;513
0.605;1000;504;511
0.606;1000;505;511
0.607;1000;505;513
0.608;1000;503;514
0.609;1000;500;512
0.61;1000;497;512
0.611;1000;497;511
0.612;1000;498;512
0.613;1000;498;513
0.614;1000;500;511
0.615;1000;502;511
0.616;1000;504;512
0.617;1000;504;509
0.618;1000;501;514
0.619;1000;503;508
0.62;1000;504;510
0.621;1000;504;510
0.622;1000;504;511
0.623;1000;503;512
0.624;1000;502;510
0.625;1000;501;508
0.626;1000;500;508
0.627;1000;499;510
0.628;1000;501;508
0.629;1000;507;513
0.63;1000;510;508
0.631;1000;507;508
0.632;1000;502;508
0.633;1000;499;511
0.634;1000;500;508
0.635;1000;503;507
0.636;1000;503;507
0.637;1000;502;509
0.638;1000;502;510
0.639;1000;503;509
0.64;1000;504;507
0.641;1000;502;507
0.642;1000;498;506
0.643;1000;496;511
0.644;1000;497;509
0.645;1000;502;506
0.646;1000;503;506
0.647;1000;505;509
0.648;1000;506;509
0.649;1000;505;509
0.65;1000;504;508
0.651;1000;502;506
0.652;1000;504;508
0.653;1000;504;509
0.654;1000;508;505
0.655;1000;509;505
0.656;1000;510;506
0.657;1000;509;508
0.658;1000;504;508
0.659;1000;500;505
0.66;1000;499;505
0.661;1000;495;506
0.662;1000;495;510
0.663;1000;496;506
0.664;1000;497;510
0.665;1000;499;505
0.666;1000;499;505
0.667;1000;500;507
0.668;1000;500;505
0.669;1000;499;506
0.67;1000;501;504
0.671;1000;504;505
0.672;1000;504;507
0.673;1000;505;507
0.674;1000;507;504
0.675;1000;509;504
0.676;1000;507;504
0.677;1000;504;508
0.678;1000;504;505
0.679;1000;503;509
0.68;1000;503;505
0.681;1000;499;506
0.682;1000;498;507
0.683;1000;498;508
0.684;1000;496;506
0.685;1000;495;504
0.686;1000;494;505
0.687;1000;494;507
0.688;1000;488;508
0.689;1000;482;507
0.69;1000;480;506
0.691;1000;477;505
0.692;1000;474;508
0.693;1000;470;508
0.694;1000;470;507
0.695;1000;471;507
0.696;1000;476;508
0.697;1000;478;505
0.698;1000;483;511
0.699;1000;488;507
0.7;1000;494;505
0.701;1000;499;507
0.702;1000;505;508
0.703;1000;512;509
0.704;1000;521;508
0.705;1000;533;507
0.706;1000;546;507
0.707;1000;559;507
0.708;1000;573;511
0.709;1000;591;509
0.71;1000;610;512
0.711;1000;628;508
0.712;1000;644;505
0.713;1000;661;511
0.714;1000;676;509
0.715;1000;692;507
0.716;1000;705;508
0.717;1000;719;510
0.718;1000;730;511
0.719;1000;742;508
0.72;1000;755;508
0.721;1000;768;509
0.722;1000;779;510
0.723;1000;787;511
0.724;1000;791;509
0.725;1000;790;508
0.726;1000;783;509
0.727;1000;772;514
0.728;1000;759;509
0.729;1000;740;514
0.73;1000;719;508
0.731;1000;692;509
0.732;1000;661;511
0.733;1000;626;513
0.734;1000;594;512
0.735;1000;565;509
0.736;1000;542;510
0.737;1000;521;512
0.738;1000;507;510
0.739;1000;496;514
0.74;1000;485;511
0.741;1000;476;511
0.742;1000;471;510
0.743;1000;466;514
0.744;1000;462;511
0.745;1000;458;512
0.746;1000;455;512
0.747;1000;455;514
0.748;1000;455;513
0.749;1000;454;511
0.75;1000;452;511
0.751;1000;452;511
0.752;1000;453;513
0.753;1000;453;514
0.754;1000;452;511
0.755;1000;451;512
0.756;1000;452;512
0.757;1000;449;514
0.758;1000;448;514
0.759;1000;449;512
0.76;1000;448;512
0.761;1000;444;512
0.762;1000;444;514
0.763;1000;448;512
0.764;1000;451;511
0.765;1000;453;511
0.766;1000;456;511
0.767;1000;461;512
0.768;1000;461;513
0.769;1000;460;513
0.77;1000;458;512
0.771;1000;457;513
0.772;1000;458;512
0.773;1000;458;515
0.774;1000;460;512
0.775;1000;468;512
0.776;1000;474;513
0.777;1000;476;511
0.778;1000;475;516
0.779;1000;473;513
0.78;1000;476;516
0.781;1000;478;512
0.782;1000;477;511
0.783;1000;477;513
0.784;1000;477;517
0.785;1000;477;512
0.786;1000;478;513
0.787;1000;478;511
0.788;1000;481;516
0.789;1000;482;514
0.79;1000;482;513
0.791;1000;481;513
0.792;1000;480;515
0.793;1000;480;516
0.794;1000;482;513
0.795;1000;485;513
0.796;1000;487;513
0.797;1000;486;515
0.798;1000;485;515
0.799;1000;485;514
0.8;1000;485;513
0.801;1000;485;514
0.802;1000;482;516
0.803;1000;481;514
0.804;1000;480;516
0.805;1000;482;513
0.806;1000;483;514
0.807;1000;484;516
0.808;1000;487;514
0.809;1000;488;518
0.81;1000;490;513
0.811;1000;492;513
0.812;1000;494;515
0.813;1000;496;516
0.814;1000;496;515
0.815;1000;495;514
0.816;1000;494;514
0.817;1000;491;515
0.818;1000;489;514
0.819;1000;492;518
0.82;1000;492;514
0.821;1000;492;515
0.822;1000;491;514
0.823;1000;491;519
0.824;1000;492;515
0.825;1000;494;515
0.826;1000;495;514
0.827;1000;496;516
0.828;1000;496;516
0.829;1000;495;515
0.83;1000;495;514
0.831;1000;496;514
0.832;1000;497;516
0.833;1000;497;516
0.834;1000;495;514
0.835;1000;495;514
0.836;1000;496;514
0.837;1000;498;513
0.838;1000;501;518
0.839;1000;503;514
0.84;1000;501;518
0.841;1000;499;514
0.842;1000;498;512
0.843;1000;495;517
0.844;1000;492;515
0.845;1000;491;512
0.846;1000;493;513
0.847;1000;496;515
0.848;1000;500;515
0.849;1000;504;513
0.85;1000;506;513
0.851;1000;509;513
0.852;1000;511;515
0.853;1000;511;515
0.854;1000;510;514
0.855;1000;509;513
0.856;1000;510;514
0.857;1000;510;518
0.858;1000;508;513
0.859;1000;506;518
0.86;1000;504;514
0.861;1000;503;514
0.862;1000;500;516
0.863;1000;500;517
0.864;1000;501;515
0.865;1000;501;513
0.866;1000;503;514
0.867;1000;505;517
0.868;1000;507;517
0.869;1000;510;514
0.87;1000;513;517
0.871;1000;517;515
0.872;1000;519;517
0.873;1000;519;518
0.874;1000;515;516
0.875;1000;515;515
0.876;1000;515;513
0.877;1000;514;515
0.878;1000;515;516
0.879;1000;515;515
0.88;1000;515;513
0.881;1000;513;513
0.882;1000;512;513
0.883;1000;513;518
0.884;1000;511;515
0.885;1000;515;513
0.886;1000;517;514
0.887;1000;518;518
0.888;1000;519;515
0.889;1000;520;515
0.89;1000;524;513
0.891;1000;526;512
0.892;1000;528;515
0.893;1000;530;515
0.894;1000;531;512
0.895;1000;532;512
0.896;1000;534;512
0.897;1000;531;514
0.898;1000;527;514
0.899;1000;527;512
0.9;1000;525;512
0.901;1000;527;512
0.902;1000;527;516
0.903;1000;528;512
0.904;1000;528;516
0.905;1000;530;511
0.906;1000;533;513
0.907;1000;536;513
0.908;1000;538;514
0.909;1000;539;513
0.91;1000;539;510
0.911;1000;541;511
0.912;1000;536;513
0.913;1000;536;513
0.914;1000;539;513
0.915;1000;537;512
0.916;1000;539;511
0.917;1000;542;513
0.918;1000;543;514
0.919;1000;543;512
0.92;1000;543;512
0.921;1000;543;513
0.922;1000;542;511
0.923;1000;541;513
0.924;1000;542;515
0.925;1000;545;512
0.926;1000;549;513
0.927;1000;552;515
0.928;1000;557;516
0.929;1000;557;514
0.93;1000;559;513
0.931;1000;559;514
0.932;1000;559;516
0.933;1000;561;514
0.934;1000;560;518
0.935;1000;558;514
0.936;1000;557;514
0.937;1000;556;517
0.938;1000;555;517
0.939;1000;555;515
0.94;1000;557;513
0.941;1000;558;514
0.942;1000;558;516
0.943;1000;556;518
0.944;1000;556;515
0.945;1000;557;516
0.946;1000;556;516
0.947;1000;557;518
0.948;1000;559;517
0.949;1000;560;521
0.95;1000;562;518
0.951;1000;562;517
0.952;1000;561;522
0.953;1000;560;519
0.954;1000;559;519
0.955;1000;558;518
0.956;1000;558;519
0.957;1000;560;520
0.958;1000;559;523
0.959;1000;559;519
0.96;1000;557;520
0.961;1000;556;521
0.962;1000;555;523
0.963;1000;554;524
0.964;1000;552;523
0.965;1000;551;522
0.966;1000;549;524
0.967;1000;549;529
0.968;1000;550;524
0.969;1000;549;529
0.97;1000;547;525
0.971;1000;547;527
0.972;1000;546;528
0.973;1000;545;530
0.974;1000;544;527
0.975;1000;543;527
0.976;1000;540;528
0.977;1000;537;531
0.978;1000;535;531
0.979;1000;532;532
0.98;1000;530;531
0.981;1000;528;532
0.982;1000;526;534
0.983;1000;524;535
0.984;1000;523;535
0.985;1000;521;535
0.986;1000;519;536
0.987;1000;514;535
0.988;1000;508;539
0.989;1000;505;537
0.99;1000;504;538
0.991;1000;504;538
0.992;1000;506;539
0.993;1000;507;543
0.994;1000;505;542
0.995;1000;499;542
0.996;1000;496;543
0.997;1000;494;542
0.998;1000;492;547
0.999;1000;492;543
1;1000;490;544
1.001;1000;487;543
1.002;1000;484;547
1.003;1000;481;547
1.004;1000;479;547
1.005;1000;474;545
1.006;1000;470;546
1.007;1000;470;548
1.008;1000;471;550
1.009;1000;471;547
1.01;1000;471;549
1.011;1000;472;547
1.012;1000;475;550
1.013;1000;480;549
1.014;1000;479;554
1.015;1000;477;549
1.016;1000;472;549
1.017;1000;471;555
1.018;1000;469;551
1.019;1000;467;551
1.02;1000;469;550
1.021;1000;469;551
1.022;1000;468;552
1.023;1000;467;554
1.024;1000;465;551
1.025;1000;468;551
1.026;1000;469;551
1.027;1000;466;554
1.028;1000;465;553
1.029;1000;463;551
1.03;1000;462;556
1.031;1000;463;551
1.032;1000;464;554
1.033;1000;467;555
1.034;1000;470;553
1.035;1000;469;551
1.036;1000;468;552
1.037;1000;467;553
1.038;1000;466;553
1.039;1000;465;553
1.04;1000;464;551
1.041;1000;463;550
1.042;1000;463;552
1.043;1000;463;553
1.044;1000;463;551
1.045;1000;464;551
1.046;1000;465;551
1.047;1000;464;549
1.048;1000;464;553
1.049;1000;466;549
1.05;1000;464;551
1.051;1000;467;547
1.052;1000;469;549
1.053;1000;469;550
1.054;1000;470;547
1.055;1000;471;545
1.056;1000;471;545
1.057;1000;470;547
1.058;1000;471;546
1.059;1000;472;545
1.06;1000;470;543
1.061;1000;470;543
1.062;1000;470;544
1.063;1000;470;542
1.064;1000;471;545
1.065;1000;472;540
1.066;1000;472;541
1.067;1000;472;542
1.068;1000;472;542
1.069;1000;471;541
1.07;1000;472;537
1.071;1000;472;538
1.072;1000;472;539
1.073;1000;474;540
1.074;1000;476;535
1.075;1000;476;535
1.076;1000;473;534
1.077;1000;471;535
1.078;1000;470;535
1.079;1000;471;532
1.08;1000;469;532
1.081;1000;469;531
1.082;1000;466;532
1.083;1000;464;530
1.084;1000;465;527
1.085;1000;463;527
1.086;1000;461;526
1.087;1000;465;527
1.088;1000;469;525
1.089;1000;472;529
1.09;1000;475;525
1.091;1000;478;524
1.092;1000;480;525
1.093;1000;481;523
1.094;1000;480;526
1.095;1000;476;520
1.096;1000;473;520
1.097;1000;473;524
1.098;1000;472;519
1.099;1000;472;522
1.1;1000;472;517
1.101;1000;472;519
1.102;1000;474;519
1.103;1000;476;519
1.104;1000;476;517
1.105;1000;474;514
1.106;1000;472;514
1.107;1000;471;517
1.108;1000;471;515
1.109;1000;471;515
1.11;1000;472;512
1.111;1000;474;512
1.112;1000;476;511
1.113;1000;479;515
1.114;1000;479;511
1.115;1000;478;509
1.116;1000;479;509
1.117;1000;480;510
1.118;1000;478;511
1.119;1000;476;509
1.12;1000;474;508
1.121;1000;472;506
1.122;1000;472;505
1.123;1000;472;510
1.124;1000;473;508
1.125;1000;476;505
1.126;1000;477;505
1.127;1000;478;507
1.128;1000;476;507
1.129;1000;478;506
1.13;1000;478;503
1.131;1000;478;502
1.132;1000;478;504
1.133;1000;480;504
1.134;1000;481;501
1.135;1000;483;500
1.136;1000;483;500
1.137;1000;481;502
1.138;1000;480;502
1.139;1000;478;500
1.14;1000;476;499
1.141;1000;477;499
1.142;1000;477;504
1.143;1000;477;499
1.144;1000;473;503
1.145;1000;473;497
1.146;1000;475;498
1.147;1000;477;500
1.148;1000;480;500
1.149;1000;481;499
1.15;1000;482;495
1.151;1000;485;497
1.152;1000;485;498
1.153;1000;484;500
1.154;1000;485;496
1.155;1000;486;497
1.156;1000;487;496
1.157;1000;487;498
1.158;1000;488;496
1.159;1000;489;500
1.16;1000;487;494
1.161;1000;482;495
1.162;1000;477;499
1.163;1000;477;495
1.164;1000;479;497
1.165;1000;483;494
1.166;1000;486;494
1.167;1000;486;497
1.168;1000;486;498
1.169;1000;485;497
1.17;1000;483;495
1.171;1000;484;494
1.172;1000;487;495
1.173;1000;493;499
1.174;1000;492;498
1.175;1000;491;495
1.176;1000;494;496
1.177;1000;494;498
1.178;1000;496;496
1.179;1000;496;499
1.18;1000;494;497
1.181;1000;493;496
1.182;1000;493;499
1.183;1000;492;498
1.184;1000;491;498
1.185;1000;487;498
1.186;1000;487;498
1.187;1000;489;501
1.188;1000;492;499
1.189;1000;494;501
1.19;1000;494;497
1.191;1000;492;499
1.192;1000;492;501
1.193;1000;494;501
1.194;1000;495;502
1.195;1000;496;499
1.196;1000;495;500
1.197;1000;494;502
1.198;1000;496;502
1.199;1000;496;500
1.2;1000;494;499
1.201;1000;492;501
1.202;1000;491;503
1.203;1000;490;502
1.204;1000;492;505
1.205;1000;492;502
1.206;1000;494;502
1.207;1000;498;507
1.208;1000;500;504
1.209;1000;501;505
1.21;1000;502;502
1.211;1000;501;502
1.212;1000;503;505
1.213;1000;505;507
1.214;1000;504;503
1.215;1000;503;502
1.216;1000;500;504
1.217;1000;500;505
1.218;1000;498;506
1.219;1000;495;504
1.22;1000;497;504
1.221;1000;497;505
1.222;1000;499;510
1.223;1000;499;506
1.224;1000;499;510
1.225;1000;499;506
1.226;1000;497;508
1.227;1000;497;509
1.228;1000;498;510
1.229;1000;500;509
1.23;1000;502;507
1.231;1000;503;508
1.232;1000;505;510
1.233;1000;507;510
1.234;1000;508;510
1.235;1000;508;510
1.236;1000;508;510
1.237;1000;511;512
1.238;1000;511;512
1.239;1000;510;512
1.24;1000;510;512
1.241;1000;511;513
1.242;1000;510;511
1.243;1000;510;516
1.244;1000;508;514
1.245;1000;505;511
1.246;1000;504;512
1.247;1000;505;515
1.248;1000;505;517
1.249;1000;504;516
1.25;1000;506;514
1.251;1000;507;513
1.252;1000;510;514
1.253;1000;511;519
1.254;1000;514;516
1.255;1000;518;519
1.256;1000;518;515
1.257;1000;518;514
1.258;1000;519;520
1.259;1000;518;518
1.26;1000;512;515
1.261;1000;508;516
1.262;1000;504;519
1.263;1000;498;520
1.264;1000;497;517
1.265;1000;498;516
1.266;1000;502;517
1.267;1000;505;519
1.268;1000;507;519
