time;SamplingFrequency;Pulse
3.24;100;533
3.25;100;531
3.26;100;528
3.27;100;525
3.28;100;523
3.29;100;518
3.3;100;516
3.31;100;513
3.32;100;511
3.33;100;510
3.34;100;509
3.35;100;509
3.36;100;508
3.37;100;507
3.38;100;508
3.39;100;510
3.4;100;511
3.41;100;511
3.42;100;513
3.43;100;514
3.44;100;516
3.45;100;516
3.46;100;519
3.47;100;519
3.48;100;519
3.49;100;519
3.5;100;520
3.51;100;518
3.52;100;519
3.53;100;518
3.54;100;518
3.55;100;517
3.56;100;516
3.57;100;515
3.58;100;515
3.59;100;513
3.6;100;511
3.61;100;511
3.62;100;509
3.63;100;510
3.64;100;511
3.65;100;511
3.66;100;512
3.67;100;512
3.68;100;512
3.69;100;513
3.7;100;516
3.71;100;516
3.72;100;516
3.73;100;515
3.74;100;516
3.75;100;518
3.76;100;516
3.77;100;517
3.78;100;516
3.79;100;515
3.8;100;516
3.81;100;514
3.82;100;515
3.83;100;516
3.84;100;515
3.85;100;516
3.86;100;515
3.87;100;514
3.88;100;514
3.89;100;513
3.9;100;513
3.91;100;515
3.92;100;513
3.93;100;514
3.94;100;516
3.95;100;517
3.96;100;519
3.97;100;523
3.98;100;525
3.99;100;525
4;100;528
4.01;100;532
4.02;100;533
4.03;100;534
4.04;100;532
4.05;100;530
4.06;100;527
4.07;100;526
4.08;100;523
4.09;100;519
4.1;100;515
4.11;100;513
4.12;100;510
4.13;100;510
4.14;100;507
4.15;100;508
4.16;100;507
4.17;100;506
4.18;100;507
4.19;100;508
4.2;100;511
4.21;100;511
4.22;100;513
4.23;100;514
4.24;100;515
4.25;100;515
4.26;100;519
4.27;100;519
4.28;100;519
4.29;100;519
4.3;100;520
4.31;100;521
4.32;100;521
4.33;100;518
4.34;100;516
4.35;100;517
4.36;100;515
4.37;100;516
4.38;100;515
4.39;100;514
4.4;100;511
4.41;100;511
4.42;100;511
4.43;100;513
4.44;100;512
4.45;100;511
4.46;100;513
4.47;100;512
4.48;100;513
4.49;100;514
4.5;100;513
4.51;100;514
4.52;100;513
4.53;100;515
4.54;100;516
4.55;100;515
4.56;100;518
4.57;100;516
4.58;100;515
4.59;100;517
4.6;100;516
4.61;100;515
4.62;100;515
4.63;100;515
4.64;100;515
4.65;100;514
4.66;100;516
4.67;100;514
4.68;100;514
4.69;100;514
4.7;100;516
4.71;100;516
4.72;100;515
4.73;100;516
4.74;100;513
4.75;100;515
4.76;100;514
4.77;100;514
4.78;100;517
4.79;100;517
4.8;100;522
4.81;100;523
4.82;100;527
4.83;100;529
4.84;100;531
4.85;100;531
4.86;100;533
4.87;100;531
4.88;100;529
4.89;100;527
4.9;100;525
4.91;100;521
4.92;100;519
4.93;100;516
4.94;100;515
4.95;100;514
4.96;100;511
4.97;100;511
4.98;100;511
4.99;100;509
5;100;511
5.01;100;509
5.02;100;512
5.03;100;511
5.04;100;511
5.05;100;513
5.06;100;516
5.07;100;517
5.08;100;515
5.09;100;517
5.1;100;517
5.11;100;515
5.12;100;517
5.13;100;518
5.14;100;518
5.15;100;518
5.16;100;519
5.17;100;518
5.18;100;517
5.19;100;513
5.2;100;514
5.21;100;515
5.22;100;512
5.23;100;511
5.24;100;511
5.25;100;510
5.26;100;511
5.27;100;512
5.28;100;512
5.29;100;513
5.3;100;514
5.31;100;512
5.32;100;515
5.33;100;514
5.34;100;514
5.35;100;512
5.36;100;513
5.37;100;516
5.38;100;516
5.39;100;516
5.4;100;514
5.41;100;514
5.42;100;517
5.43;100;515
5.44;100;514
5.45;100;514
5.46;100;513
5.47;100;514
5.48;100;514
5.49;100;515
5.5;100;516
5.51;100;515
5.52;100;514
5.53;100;513
5.54;100;513
5.55;100;514
5.56;100;515
5.57;100;515
5.58;100;514
5.59;100;517
5.6;100;514
5.61;100;518
5.62;100;517
5.63;100;518
5.64;100;520
5.65;100;525
5.66;100;529
5.67;100;529
5.68;100;531
5.69;100;531
5.7;100;532
5.71;100;532
5.72;100;529
5.73;100;527
5.74;100;524
5.75;100;521
5.76;100;516
5.77;100;515
5.78;100;510
5.79;100;511
5.8;100;510
5.81;100;508
5.82;100;506
5.83;100;510
5.84;100;505
5.85;100;507
5.86;100;509
5.87;100;513
5.88;100;511
5.89;100;513
5.9;100;513
5.91;100;515
5.92;100;518
5.93;100;516
5.94;100;519
5.95;100;519
5.96;100;517
5.97;100;518
5.98;100;519
5.99;100;517
6;100;518
6.01;100;519
6.02;100;519
6.03;100;517
6.04;100;513
6.05;100;512
6.06;100;514
6.07;100;511
6.08;100;513
6.09;100;511
6.1;100;512
6.11;100;509
6.12;100;510
6.13;100;510
6.14;100;514
6.15;100;513
6.16;100;513
6.17;100;514
6.18;100;512
6.19;100;513
6.2;100;511
6.21;100;515
6.22;100;514
6.23;100;516
6.24;100;517
6.25;100;516
6.26;100;516
6.27;100;516
6.28;100;519
6.29;100;517
6.3;100;516
6.31;100;515
6.32;100;514
6.33;100;514
6.34;100;516
6.35;100;516
6.36;100;512
6.37;100;512
6.38;100;512
6.39;100;512
6.4;100;513
6.41;100;516
6.42;100;517
6.43;100;518
6.44;100;520
6.45;100;520
6.46;100;523
6.47;100;527
6.48;100;527
6.49;100;531
6.5;100;533
6.51;100;531
6.52;100;533
6.53;100;527
6.54;100;524
6.55;100;522
6.56;100;519
6.57;100;516
6.58;100;513
6.59;100;511
6.6;100;512
6.61;100;507
6.62;100;508
6.63;100;509
6.64;100;507
6.65;100;508
6.66;100;510
6.67;100;508
6.68;100;510
6.69;100;512
6.7;100;511
6.71;100;513
6.72;100;515
6.73;100;514
6.74;100;516
6.75;100;519
6.76;100;516
6.77;100;520
6.78;100;521
6.79;100;522
6.8;100;520
6.81;100;516
6.82;100;516
6.83;100;515
6.84;100;518
6.85;100;513
6.86;100;513
6.87;100;515
6.88;100;515
6.89;100;513
6.9;100;511
6.91;100;515
6.92;100;512
6.93;100;511
6.94;100;511
6.95;100;511
6.96;100;515
6.97;100;511
6.98;100;515
6.99;100;512
7;100;512
7.01;100;513
7.02;100;513
7.03;100;514
7.04;100;515
7.05;100;513
7.06;100;515
7.07;100;517
7.08;100;515
7.09;100;514
7.1;100;517
7.11;100;512
7.12;100;515
7.13;100;512
7.14;100;515
7.15;100;513
7.16;100;513
7.17;100;517
7.18;100;513
7.19;100;513
7.2;100;512
7.21;100;512
7.22;100;513
7.23;100;512
7.24;100;513
7.25;100;514
7.26;100;515
7.27;100;519
7.28;100;524
7.29;100;527
7.3;100;530
7.31;100;532
7.32;100;531
7.33;100;533
7.34;100;535
7.35;100;531
7.36;100;529
7.37;100;527
7.38;100;526
7.39;100;521
7.4;100;519
7.41;100;516
7.42;100;516
7.43;100;512
7.44;100;509
7.45;100;508
7.46;100;507
7.47;100;506
7.48;100;504
7.49;100;510
7.5;100;510
7.51;100;510
7.52;100;512
7.53;100;511
7.54;100;514
7.55;100;516
7.56;100;515
7.57;100;515
7.58;100;520
7.59;100;519
7.6;100;517
7.61;100;518
7.62;100;516
7.63;100;516
7.64;100;516
7.65;100;514
7.66;100;513
7.67;100;513
7.68;100;513
7.69;100;515
7.7;100;512
7.71;100;515
7.72;100;512
7.73;100;514
7.74;100;513
7.75;100;511
7.76;100;514
7.77;100;509
7.78;100;514
7.79;100;510
7.8;100;511
7.81;100;511
7.82;100;511
7.83;100;515
7.84;100;513
7.85;100;514
7.86;100;515
7.87;100;515
7.88;100;514
7.89;100;515
7.9;100;519
7.91;100;518
7.92;100;516
7.93;100;513
7.94;100;515
7.95;100;513
7.96;100;516
7.97;100;511
7.98;100;515
7.99;100;512
8;100;515
8.01;100;513
8.02;100;515
8.03;100;510
8.04;100;511
8.05;100;513
8.06;100;515
8.07;100;514
8.08;100;514
8.09;100;513
8.1;100;515
8.11;100;515
8.12;100;514
8.13;100;513
8.14;100;517
8.15;100;516
8.16;100;520
8.17;100;524
8.18;100;525
8.19;100;530
8.2;100;533
8.21;100;533
8.22;100;534
8.23;100;536
8.24;100;535
8.25;100;532
8.26;100;529
8.27;100;527
8.28;100;527
8.29;100;519
8.3;100;516
8.31;100;516
8.32;100;510
8.33;100;511
8.34;100;508
8.35;100;510
8.36;100;507
8.37;100;510
8.38;100;506
8.39;100;510
8.4;100;508
8.41;100;512
8.42;100;510
8.43;100;513
8.44;100;510
8.45;100;511
8.46;100;513
8.47;100;515
8.48;100;516
8.49;100;515
8.5;100;518
8.51;100;518
8.52;100;519
8.53;100;518
8.54;100;516
8.55;100;515
8.56;100;516
8.57;100;512
8.58;100;514
8.59;100;515
8.6;100;513
8.61;100;515
8.62;100;511
8.63;100;510
8.64;100;513
8.65;100;511
8.66;100;514
8.67;100;512
8.68;100;514
8.69;100;510
8.7;100;514
8.71;100;513
8.72;100;512
8.73;100;514
8.74;100;512
8.75;100;513
8.76;100;514
8.77;100;516
8.78;100;514
8.79;100;516
8.8;100;514
8.81;100;514
8.82;100;518
8.83;100;514
8.84;100;517
8.85;100;516
8.86;100;516
8.87;100;517
8.88;100;513
8.89;100;517
8.9;100;512
8.91;100;513
8.92;100;512
8.93;100;513
8.94;100;512
8.95;100;511
8.96;100;511
8.97;100;514
8.98;100;515
8.99;100;515
9;100;513
9.01;100;513
9.02;100;516
9.03;100;513
9.04;100;512
9.05;100;511
9.06;100;512
9.07;100;512
9.08;100;514
9.09;100;519
9.1;100;518
9.11;100;522
9.12;100;525
9.13;100;531
9.14;100;531
9.15;100;534
9.16;100;535
9.17;100;536
9.18;100;534
9.19;100;534
9.2;100;527
9.21;100;527
9.22;100;519
9.23;100;519
9.24;100;514
9.25;100;514
9.26;100;509
9.27;100;510
9.28;100;506
9.29;100;505
9.3;100;509
9.31;100;505
9.32;100;506
9.33;100;510
9.34;100;512
9.35;100;513
9.36;100;512
9.37;100;511
9.38;100;515
9.39;100;515
9.4;100;516
9.41;100;519
9.42;100;519
9.43;100;520
9.44;100;517
9.45;100;517
9.46;100;516
9.47;100;519
9.48;100;514
9.49;100;514
9.5;100;514
9.51;100;512
9.52;100;512
9.53;100;511
9.54;100;514
9.55;100;513
9.56;100;510
9.57;100;510
9.58;100;510
9.59;100;511
9.6;100;511
9.61;100;514
9.62;100;512
9.63;100;511
9.64;100;512
9.65;100;516
9.66;100;513
9.67;100;515
9.68;100;513
9.69;100;515
9.7;100;512
9.71;100;512
9.72;100;512
9.73;100;513
9.74;100;516
9.75;100;513
9.76;100;514
9.77;100;514
9.78;100;515
9.79;100;514
9.8;100;515
9.81;100;515
9.82;100;514
9.83;100;515
9.84;100;512
9.85;100;513
9.86;100;515
9.87;100;514
9.88;100;511
9.89;100;512
9.9;100;515
9.91;100;511
9.92;100;514
9.93;100;515
9.94;100;513
9.95;100;513
9.96;100;513
9.97;100;516
9.98;100;520
9.99;100;522
10;100;523
10.01;100;526
10.02;100;528
10.03;100;530
10.04;100;530
10.05;100;533
10.06;100;532
10.07;100;532
10.08;100;528
10.09;100;527
10.1;100;524
10.11;100;520
10.12;100;518
10.13;100;517
10.14;100;512
10.15;100;513
10.16;100;508
10.17;100;509
10.18;100;505
10.19;100;506
10.2;100;507
10.21;100;505
10.22;100;505
10.23;100;508
10.24;100;511
10.25;100;511
10.26;100;513
10.27;100;515
10.28;100;515
10.29;100;516
10.3;100;519
10.31;100;519
10.32;100;520
10.33;100;518
10.34;100;518
10.35;100;516
10.36;100;518
10.37;100;515
10.38;100;515
10.39;100;516
10.4;100;512
10.41;100;513
10.42;100;511
10.43;100;512
10.44;100;510
10.45;100;510
10.46;100;513
10.47;100;513
10.48;100;512
10.49;100;512
10.5;100;511
10.51;100;514
10.52;100;513
10.53;100;514
10.54;100;513
10.55;100;514
10.56;100;514
10.57;100;514
10.58;100;516
10.59;100;513
10.6;100;515
10.61;100;514
10.62;100;517
10.63;100;517
10.64;100;515
10.65;100;513
10.66;100;515
10.67;100;516
10.68;100;515
10.69;100;514
10.7;100;517
10.71;100;517
10.72;100;515
10.73;100;514
10.74;100;514
10.75;100;515
10.76;100;513
10.77;100;514
10.78;100;515
10.79;100;512
10.8;100;513
10.81;100;513
10.82;100;514
10.83;100;514
10.84;100;513
10.85;100;513
10.86;100;514
10.87;100;515
10.88;100;517
10.89;100;519
10.9;100;521
10.91;100;525
10.92;100;527
10.93;100;532
10.94;100;533
10.95;100;535
10.96;100;536
10.97;100;533
10.98;100;531
10.99;100;527
11;100;524
11.01;100;522
11.02;100;519
11.03;100;516
11.04;100;514
11.05;100;510
11.06;100;509
11.07;100;510
11.08;100;507
11.09;100;508
11.1;100;510
11.11;100;509
11.12;100;509
11.13;100;509
11.14;100;510
11.15;100;512
11.16;100;513
11.17;100;513
11.18;100;515
11.19;100;515
11.2;100;516
11.21;100;517
11.22;100;515
11.23;100;516
11.24;100;516
11.25;100;516
11.26;100;516
11.27;100;514
11.28;100;513
11.29;100;512
11.3;100;511
11.31;100;511
11.32;100;514
11.33;100;513
11.34;100;513
11.35;100;512
11.36;100;515
11.37;100;512
11.38;100;513
11.39;100;512
11.4;100;512
11.41;100;513
11.42;100;512
11.43;100;512
11.44;100;514
11.45;100;515
11.46;100;515
11.47;100;516
11.48;100;517
11.49;100;517
11.5;100;517
11.51;100;518
11.52;100;515
11.53;100;518
11.54;100;518
11.55;100;515
11.56;100;516
11.57;100;515
11.58;100;514
11.59;100;513
11.6;100;512
11.61;100;512
11.62;100;512
11.63;100;512
11.64;100;513
11.65;100;514
11.66;100;513
11.67;100;513
11.68;100;514
11.69;100;514
11.7;100;513
11.71;100;515
11.72;100;513
11.73;100;515
11.74;100;513
11.75;100;513
11.76;100;513
11.77;100;514
11.78;100;515
11.79;100;513
11.8;100;514
11.81;100;518
11.82;100;517
11.83;100;520
11.84;100;525
11.85;100;529
11.86;100;531
11.87;100;534
11.88;100;536
11.89;100;535
11.9;100;533
11.91;100;531
11.92;100;527
11.93;100;526
11.94;100;522
11.95;100;519
11.96;100;519
11.97;100;514
11.98;100;514
11.99;100;512
12;100;509
12.01;100;507
12.02;100;510
12.03;100;509
12.04;100;508
12.05;100;509
12.06;100;510
12.07;100;511
12.08;100;511
12.09;100;512
12.1;100;515
12.11;100;516
12.12;100;516
12.13;100;516
12.14;100;518
12.15;100;518
12.16;100;519
12.17;100;516
12.18;100;518
12.19;100;516
12.2;100;519
12.21;100;518
12.22;100;513
12.23;100;515
12.24;100;513
12.25;100;514
12.26;100;512
12.27;100;515
12.28;100;513
12.29;100;513
12.3;100;514
12.31;100;512
12.32;100;513
12.33;100;514
12.34;100;514
12.35;100;515
12.36;100;515
12.37;100;514
12.38;100;514
12.39;100;515
12.4;100;514
12.41;100;512
12.42;100;513
12.43;100;513
12.44;100;517
12.45;100;512
12.46;100;515
12.47;100;513
12.48;100;516
12.49;100;515
12.5;100;516
12.51;100;515
12.52;100;514
12.53;100;516
12.54;100;512
12.55;100;512
12.56;100;511
12.57;100;511
12.58;100;512
12.59;100;512
12.6;100;516
12.61;100;513
12.62;100;512
12.63;100;516
12.64;100;512
12.65;100;511
12.66;100;515
12.67;100;515
12.68;100;513
12.69;100;515
12.7;100;516
12.71;100;514
12.72;100;519
12.73;100;519
12.74;100;522
12.75;100;524
12.76;100;527
12.77;100;531
12.78;100;532
12.79;100;534
12.8;100;533
12.81;100;534
12.82;100;529
12.83;100;528
12.84;100;527
12.85;100;527
12.86;100;520
12.87;100;521
12.88;100;514
12.89;100;511
12.9;100;512
12.91;100;511
12.92;100;508
12.93;100;509
12.94;100;508
12.95;100;506
12.96;100;510
12.97;100;510
12.98;100;511
12.99;100;513
13;100;514
13.01;100;514
13.02;100;513
13.03;100;519
13.04;100;514
13.05;100;520
13.06;100;516
13.07;100;519
13.08;100;522
13.09;100;517
13.1;100;520
13.11;100;515
13.12;100;514
13.13;100;516
13.14;100;515
13.15;100;513
13.16;100;516
13.17;100;515
13.18;100;511
13.19;100;510
13.2;100;509
13.21;100;512
13.22;100;512
13.23;100;513
13.24;100;515
13.25;100;511
13.26;100;514
13.27;100;511
13.28;100;517
13.29;100;512
13.3;100;516
13.31;100;512
13.32;100;513
13.33;100;516
13.34;100;516
13.35;100;517
13.36;100;515
13.37;100;519
13.38;100;518
13.39;100;517
13.4;100;514
13.41;100;516
13.42;100;518
13.43;100;513
13.44;100;512
13.45;100;516
13.46;100;516
13.47;100;518
13.48;100;513
13.49;100;517
13.5;100;512
13.51;100;516
13.52;100;514
13.53;100;515
13.54;100;514
13.55;100;512
13.56;100;515
13.57;100;513
13.58;100;515
13.59;100;519
13.6;100;518
13.61;100;524
13.62;100;528
13.63;100;531
13.64;100;529
13.65;100;534
13.66;100;530
13.67;100;533
13.68;100;529
13.69;100;529
13.7;100;529
13.71;100;522
13.72;100;523
13.73;100;518
13.74;100;516
13.75;100;514
13.76;100;509
13.77;100;512
13.78;100;509
13.79;100;505
13.8;100;510
13.81;100;511
13.82;100;507
13.83;100;507
13.84;100;506
13.85;100;508
13.86;100;508
13.87;100;511
13.88;100;515
13.89;100;514
13.9;100;518
13.91;100;520
13.92;100;518
13.93;100;520
13.94;100;518
13.95;100;521
13.96;100;521
13.97;100;518
13.98;100;519
13.99;100;519
14;100;517
14.01;100;516
14.02;100;515
14.03;100;517
14.04;100;514
14.05;100;514
14.06;100;514
14.07;100;514
14.08;100;513
14.09;100;515
14.1;100;515
14.11;100;511
14.12;100;515
14.13;100;513
14.14;100;515
14.15;100;516
14.16;100;516
14.17;100;515
14.18;100;516
14.19;100;516
14.2;100;517
14.21;100;518
14.22;100;516
14.23;100;514
14.24;100;516
14.25;100;512
14.26;100;512
14.27;100;514
14.28;100;518
14.29;100;513
14.3;100;516
14.31;100;516
14.32;100;513
14.33;100;515
14.34;100;513
14.35;100;518
14.36;100;515
14.37;100;513
14.38;100;515
14.39;100;512
14.4;100;515
14.41;100;516
14.42;100;514
14.43;100;514
14.44;100;514
14.45;100;518
14.46;100;515
14.47;100;516
14.48;100;518
14.49;100;525
14.5;100;529
14.51;100;529
14.52;100;532
14.53;100;535
14.54;100;533
14.55;100;535
14.56;100;531
14.57;100;533
14.58;100;526
14.59;100;525
14.6;100;522
14.61;100;519
14.62;100;516
14.63;100;514
14.64;100;511
14.65;100;511
14.66;100;507
14.67;100;511
14.68;100;510
14.69;100;508
14.7;100;513
14.71;100;512
14.72;100;514
14.73;100;513
14.74;100;513
14.75;100;517
14.76;100;516
14.77;100;518
14.78;100;519
14.79;100;517
14.8;100;520
14.81;100;519
14.82;100;519
14.83;100;519
14.84;100;516
14.85;100;519
14.86;100;517
14.87;100;517
14.88;100;516
14.89;100;515
14.9;100;512
14.91;100;514
14.92;100;515
14.93;100;515
14.94;100;511
14.95;100;513
14.96;100;515
14.97;100;511
14.98;100;514
14.99;100;512
15;100;515
15.01;100;511
15.02;100;515
15.03;100;512
15.04;100;512
15.05;100;515
15.06;100;513
15.07;100;517
15.08;100;517
15.09;100;518
15.1;100;514
15.11;100;513
15.12;100;513
15.13;100;513
15.14;100;513
15.15;100;512
15.16;100;516
15.17;100;515
15.18;100;518
15.19;100;515
15.2;100;518
15.21;100;518
15.22;100;517
15.23;100;517
15.24;100;514
15.25;100;515
15.26;100;516
15.27;100;513
15.28;100;515
15.29;100;515
15.3;100;513
15.31;100;515
15.32;100;516
15.33;100;515
15.34;100;516
15.35;100;519
15.36;100;518
15.37;100;525
15.38;100;526
15.39;100;528
15.4;100;534
15.41;100;532
15.42;100;532
15.43;100;535
15.44;100;534
15.45;100;532
15.46;100;528
15.47;100;526
15.48;100;524
15.49;100;520
15.5;100;517
15.51;100;515
15.52;100;516
15.53;100;508
15.54;100;510
15.55;100;509
15.56;100;506
15.57;100;508
15.58;100;508
15.59;100;510
15.6;100;510
15.61;100;514
15.62;100;512
15.63;100;516
15.64;100;514
15.65;100;515
15.66;100;518
15.67;100;519
15.68;100;519
15.69;100;517
15.7;100;519
15.71;100;520
15.72;100;520
15.73;100;520
15.74;100;517
15.75;100;515
15.76;100;513
15.77;100;514
15.78;100;512
15.79;100;513
15.8;100;515
15.81;100;514
15.82;100;512
15.83;100;512
15.84;100;513
15.85;100;514
15.86;100;514
15.87;100;514
15.88;100;513
15.89;100;514
15.9;100;514
15.91;100;514
15.92;100;514
15.93;100;516
15.94;100;516
15.95;100;516
15.96;100;514
15.97;100;516
15.98;100;516
15.99;100;516
16;100;516
16.01;100;515
16.02;100;515
16.03;100;516
16.04;100;514
16.05;100;514
16.06;100;514
16.07;100;514
16.08;100;512
16.09;100;515
16.1;100;514
16.11;100;515
16.12;100;516
16.13;100;514
16.14;100;514
16.15;100;514
16.16;100;515
16.17;100;515
16.18;100;516
16.19;100;518
16.2;100;519
16.21;100;519
16.22;100;521
16.23;100;524
16.24;100;527
16.25;100;527
16.26;100;530
16.27;100;530
16.28;100;529
16.29;100;530
16.3;100;529
16.31;100;527
16.32;100;524
16.33;100;522
16.34;100;519
16.35;100;517
16.36;100;515
16.37;100;512
16.38;100;510
16.39;100;509
16.4;100;508
16.41;100;508
16.42;100;507
16.43;100;507
16.44;100;507
16.45;100;509
16.46;100;510
16.47;100;513
16.48;100;516
16.49;100;517
16.5;100;517
16.51;100;518
16.52;100;519
16.53;100;519
16.54;100;518
16.55;100;519
16.56;100;519
16.57;100;519
16.58;100;517
16.59;100;516
16.6;100;517
16.61;100;515
16.62;100;514
16.63;100;512
16.64;100;513
16.65;100;512
16.66;100;511
16.67;100;512
16.68;100;514
16.69;100;513
16.7;100;512
16.71;100;513
16.72;100;513
16.73;100;516
16.74;100;514
16.75;100;513
16.76;100;515
16.77;100;515
16.78;100;515
16.79;100;515
16.8;100;515
16.81;100;515
16.82;100;515
16.83;100;514
16.84;100;515
16.85;100;515
16.86;100;515
16.87;100;516
16.88;100;518
16.89;100;517
16.9;100;516
16.91;100;514
16.92;100;515
16.93;100;515
16.94;100;515
16.95;100;515
16.96;100;514
16.97;100;515
16.98;100;515
16.99;100;513
17;100;514
17.01;100;513
17.02;100;514
17.03;100;513
17.04;100;514
17.05;100;515
17.06;100;518
17.07;100;523
17.08;100;524
17.09;100;529
17.1;100;531
17.11;100;532
17.12;100;533
17.13;100;533
17.14;100;534
17.15;100;531
17.16;100;529
17.17;100;526
17.18;100;524
17.19;100;520
17.2;100;517
17.21;100;513
17.22;100;513
17.23;100;509
17.24;100;510
17.25;100;508
17.26;100;508
17.27;100;509
17.28;100;509
17.29;100;510
17.3;100;511
17.31;100;511
17.32;100;512
17.33;100;515
17.34;100;516
17.35;100;517
17.36;100;517
17.37;100;516
17.38;100;519
17.39;100;517
17.4;100;519
17.41;100;518
17.42;100;519
17.43;100;518
17.44;100;518
17.45;100;519
17.46;100;516
17.47;100;516
17.48;100;515
17.49;100;514
