time;Sampling Frequency;ECG
1.55;100;494
1.56;100;502
1.57;100;500
1.58;100;505
1.59;100;502
1.6;100;506
1.61;100;503
1.62;100;505
1.63;100;504
1.64;100;506
1.65;100;509
1.66;100;508
1.67;100;506
1.68;100;508
1.69;100;505
1.7;100;511
1.71;100;512
1.72;100;519
1.73;100;514
1.74;100;518
1.75;100;524
1.76;100;528
1.77;100;513
1.78;100;508
1.79;100;504
1.8;100;511
1.81;100;504
1.82;100;508
1.83;100;505
1.84;100;511
1.85;100;509
1.86;100;509
1.87;100;508
1.88;100;487
1.89;100;535
1.9;100;651
1.91;100;696
1.92;100;549
1.93;100;478
1.94;100;485
1.95;100;477
1.96;100;490
1.97;100;487
1.98;100;497
1.99;100;498
2;100;500
2.01;100;507
2.02;100;510
2.03;100;511
2.04;100;514
2.05;100;515
2.06;100;525
2.07;100;524
2.08;100;531
2.09;100;532
2.1;100;540
2.11;100;549
2.12;100;559
2.13;100;561
2.14;100;563
2.15;100;565
2.16;100;563
2.17;100;549
2.18;100;530
2.19;100;504
2.2;100;486
2.21;100;470
2.22;100;465
2.23;100;463
2.24;100;467
2.25;100;468
2.26;100;475
2.27;100;475
2.28;100;489
2.29;100;491
2.3;100;499
2.31;100;500
2.32;100;508
2.33;100;508
2.34;100;512
2.35;100;512
2.36;100;512
2.37;100;512
2.38;100;516
2.39;100;510
2.4;100;513
2.41;100;515
2.42;100;521
2.43;100;517
2.44;100;516
2.45;100;513
2.46;100;516
2.47;100;520
2.48;100;518
2.49;100;519
2.5;100;519
2.51;100;516
2.52;100;520
2.53;100;519
2.54;100;528
2.55;100;523
2.56;100;522
2.57;100;529
2.58;100;527
2.59;100;521
2.6;100;515
2.61;100;508
2.62;100;517
2.63;100;512
2.64;100;513
2.65;100;516
2.66;100;515
2.67;100;512
2.68;100;513
2.69;100;498
2.7;100;495
2.71;100;583
2.72;100;692
2.73;100;694
2.74;100;515
2.75;100;472
2.76;100;467
2.77;100;469
2.78;100;474
2.79;100;483
2.8;100;486
2.81;100;488
2.82;100;492
2.83;100;491
2.84;100;493
2.85;100;503
2.86;100;502
2.87;100;502
2.88;100;508
2.89;100;512
2.9;100;516
2.91;100;522
2.92;100;528
2.93;100;536
2.94;100;544
2.95;100;549
2.96;100;557
2.97;100;548
2.98;100;551
2.99;100;533
3;100;514
3.01;100;486
3.02;100;475
3.03;100;459
3.04;100;457
3.05;100;454
3.06;100;459
3.07;100;460
3.08;100;463
3.09;100;468
3.1;100;476
3.11;100;474
3.12;100;483
3.13;100;481
3.14;100;484
3.15;100;488
3.16;100;488
3.17;100;489
3.18;100;493
3.19;100;491
3.2;100;494
3.21;100;492
3.22;100;492
3.23;100;493
3.24;100;497
3.25;100;496
3.26;100;494
3.27;100;495
3.28;100;494
3.29;100;496
3.3;100;499
3.31;100;496
3.32;100;502
3.33;100;497
3.34;100;500
3.35;100;497
3.36;100;500
3.37;100;494
3.38;100;501
3.39;100;500
3.4;100;501
3.41;100;500
3.42;100;503
3.43;100;497
3.44;100;500
3.45;100;503
3.46;100;502
3.47;100;499
3.48;100;515
3.49;100;510
3.5;100;511
3.51;100;496
3.52;100;495
3.53;100;491
3.54;100;495
3.55;100;493
3.56;100;498
3.57;100;493
3.58;100;500
3.59;100;495
3.6;100;480
3.61;100;477
3.62;100;556
3.63;100;667
3.64;100;697
3.65;100;521
3.66;100;452
3.67;100;441
3.68;100;453
3.69;100;455
3.7;100;467
3.71;100;467
3.72;100;475
3.73;100;477
3.74;100;484
3.75;100;486
3.76;100;497
3.77;100;496
3.78;100;501
3.79;100;498
3.8;100;508
3.81;100;511
3.82;100;517
3.83;100;522
3.84;100;529
3.85;100;538
3.86;100;556
3.87;100;552
3.88;100;557
3.89;100;549
3.9;100;536
3.91;100;519
3.92;100;497
3.93;100;471
3.94;100;467
3.95;100;451
3.96;100;452
3.97;100;454
3.98;100;460
3.99;100;458
4;100;467
4.01;100;469
4.02;100;476
4.03;100;477
4.04;100;487
4.05;100;483
4.06;100;486
4.07;100;492
4.08;100;498
4.09;100;497
4.1;100;503
4.11;100;499
4.12;100;503
4.13;100;504
4.14;100;504
4.15;100;503
4.16;100;504
4.17;100;504
4.18;100;503
4.19;100;505
4.2;100;513
4.21;100;506
4.22;100;512
4.23;100;507
4.24;100;511
4.25;100;510
4.26;100;511
4.27;100;508
4.28;100;510
4.29;100;508
4.3;100;511
4.31;100;508
4.32;100;509
4.33;100;511
4.34;100;514
4.35;100;513
4.36;100;516
4.37;100;507
4.38;100;515
4.39;100;510
4.4;100;513
4.41;100;509
4.42;100;515
4.43;100;513
4.44;100;507
4.45;100;513
4.46;100;525
4.47;100;515
4.48;100;511
4.49;100;499
4.5;100;507
4.51;100;504
4.52;100;507
4.53;100;502
4.54;100;508
4.55;100;507
4.56;100;511
4.57;100;503
4.58;100;480
4.59;100;530
4.6;100;653
4.61;100;708
4.62;100;599
4.63;100;465
4.64;100;461
4.65;100;462
4.66;100;471
4.67;100;476
4.68;100;482
4.69;100;485
4.7;100;492
4.71;100;493
4.72;100;498
4.73;100;500
4.74;100;510
4.75;100;504
4.76;100;511
4.77;100;512
4.78;100;519
4.79;100;521
4.8;100;528
4.81;100;536
4.82;100;544
4.83;100;555
4.84;100;560
4.85;100;559
4.86;100;559
4.87;100;550
4.88;100;536
4.89;100;512
4.9;100;487
4.91;100;466
4.92;100;455
4.93;100;456
4.94;100;457
4.95;100;456
4.96;100;464
4.97;100;466
4.98;100;469
4.99;100;473
5;100;483
5.01;100;487
5.02;100;489
5.03;100;497
5.04;100;500
5.05;100;499
5.06;100;503
5.07;100;504
5.08;100;504
5.09;100;505
5.1;100;511
5.11;100;507
5.12;100;509
5.13;100;508
5.14;100;507
5.15;100;509
5.16;100;509
5.17;100;508
5.18;100;513
5.19;100;508
5.2;100;508
5.21;100;513
5.22;100;512
5.23;100;506
5.24;100;514
5.25;100;509
5.26;100;511
5.27;100;511
5.28;100;511
5.29;100;511
5.3;100;516
5.31;100;512
5.32;100;523
5.33;100;515
5.34;100;520
5.35;100;522
5.36;100;525
5.37;100;519
5.38;100;513
5.39;100;509
5.4;100;511
5.41;100;512
5.42;100;515
5.43;100;512
5.44;100;514
5.45;100;512
5.46;100;514
5.47;100;497
5.48;100;496
5.49;100;581
5.5;100;682
5.51;100;681
5.52;100;483
5.53;100;470
5.54;100;469
5.55;100;471
5.56;100;477
5.57;100;483
5.58;100;488
5.59;100;485
5.6;100;492
5.61;100;495
5.62;100;502
5.63;100;504
5.64;100;510
5.65;100;512
5.66;100;515
5.67;100;517
5.68;100;529
5.69;100;528
5.7;100;543
5.71;100;545
5.72;100;557
5.73;100;560
5.74;100;566
5.75;100;559
5.76;100;554
5.77;100;541
5.78;100;517
5.79;100;491
5.8;100;473
5.81;100;458
5.82;100;453
5.83;100;452
5.84;100;454
5.85;100;454
5.86;100;465
5.87;100;469
5.88;100;478
5.89;100;479
5.9;100;489
5.91;100;488
5.92;100;493
5.93;100;495
5.94;100;500
5.95;100;503
5.96;100;503
5.97;100;501
5.98;100;508
5.99;100;505
6;100;508
6.01;100;502
6.02;100;508
6.03;100;509
6.04;100;509
6.05;100;504
6.06;100;507
6.07;100;506
6.08;100;513
6.09;100;511
6.1;100;512
6.11;100;517
6.12;100;517
6.13;100;516
6.14;100;528
6.15;100;518
6.16;100;512
6.17;100;504
6.18;100;506
6.19;100;505
6.2;100;511
6.21;100;504
6.22;100;511
6.23;100;506
6.24;100;506
6.25;100;507
6.26;100;492
6.27;100;499
6.28;100;592
6.29;100;679
6.3;100;639
6.31;100;467
6.32;100;476
6.33;100;472
6.34;100;478
6.35;100;480
6.36;100;486
6.37;100;489
6.38;100;496
6.39;100;498
6.4;100;502
6.41;100;503
6.42;100;507
6.43;100;507
6.44;100;512
6.45;100;516
6.46;100;521
6.47;100;524
6.48;100;535
6.49;100;541
6.5;100;550
6.51;100;554
6.52;100;563
6.53;100;563
6.54;100;561
6.55;100;549
6.56;100;536
6.57;100;504
6.58;100;486
6.59;100;467
6.6;100;460
6.61;100;457
6.62;100;455
6.63;100;455
6.64;100;468
6.65;100;469
6.66;100;475
6.67;100;478
6.68;100;486
6.69;100;489
6.7;100;496
6.71;100;501
6.72;100;505
6.73;100;501
6.74;100;506
6.75;100;508
6.76;100;506
6.77;100;503
6.78;100;506
6.79;100;503
6.8;100;512
6.81;100;506
6.82;100;513
6.83;100;508
6.84;100;511
6.85;100;508
6.86;100;516
6.87;100;511
6.88;100;514
6.89;100;518
6.9;100;518
6.91;100;513
6.92;100;525
6.93;100;525
6.94;100;516
6.95;100;511
6.96;100;506
6.97;100;506
6.98;100;510
6.99;100;510
7;100;510
7.01;100;508
7.02;100;512
7.03;100;511
7.04;100;496
7.05;100;487
7.06;100;570
7.07;100;675
7.08;100;686
7.09;100;492
7.1;100;476
7.11;100;470
7.12;100;473
7.13;100;476
7.14;100;483
7.15;100;484
7.16;100;494
7.17;100;494
7.18;100;495
7.19;100;500
7.2;100;503
7.21;100;503
7.22;100;510
7.23;100;506
7.24;100;517
7.25;100;521
7.26;100;526
7.27;100;531
7.28;100;538
7.29;100;545
7.3;100;557
7.31;100;554
7.32;100;559
7.33;100;550
7.34;100;537
7.35;100;515
7.36;100;490
7.37;100;474
7.38;100;464
7.39;100;453
7.4;100;457
7.41;100;460
7.42;100;464
7.43;100;467
7.44;100;474
7.45;100;479
7.46;100;482
7.47;100;484
7.48;100;488
7.49;100;499
7.5;100;499
7.51;100;502
7.52;100;501
7.53;100;499
7.54;100;500
7.55;100;505
7.56;100;504
7.57;100;497
7.58;100;506
7.59;100;499
7.6;100;505
7.61;100;500
7.62;100;508
7.63;100;505
7.64;100;508
7.65;100;504
7.66;100;512
7.67;100;507
7.68;100;505
7.69;100;506
7.7;100;505
7.71;100;509
7.72;100;510
7.73;100;509
7.74;100;512
7.75;100;507
7.76;100;515
7.77;100;513
7.78;100;508
7.79;100;512
7.8;100;522
7.81;100;515
7.82;100;513
7.83;100;501
7.84;100;507
7.85;100;501
7.86;100;507
7.87;100;502
7.88;100;505
7.89;100;509
7.9;100;509
7.91;100;485
7.92;100;503
7.93;100;608
7.94;100;700
7.95;100;665
7.96;100;491
7.97;100;456
7.98;100;457
7.99;100;466
8;100;470
8.01;100;469
8.02;100;476
8.03;100;485
8.04;100;489
8.05;100;491
8.06;100;499
8.07;100;498
8.08;100;503
8.09;100;501
8.1;100;511
8.11;100;512
8.12;100;519
8.13;100;524
8.14;100;535
8.15;100;540
8.16;100;548
8.17;100;556
8.18;100;560
8.19;100;555
8.2;100;553
8.21;100;532
8.22;100;515
8.23;100;487
8.24;100;472
8.25;100;456
8.26;100;453
8.27;100;453
8.28;100;459
8.29;100;456
8.3;100;468
8.31;100;470
8.32;100;481
8.33;100;476
8.34;100;485
8.35;100;483
8.36;100;491
8.37;100;493
8.38;100;491
8.39;100;497
8.4;100;500
8.41;100;497
8.42;100;499
8.43;100;499
8.44;100;501
8.45;100;500
8.46;100;503
8.47;100;501
8.48;100;505
8.49;100;501
8.5;100;507
8.51;100;503
8.52;100;511
8.53;100;503
8.54;100;506
8.55;100;507
8.56;100;510
8.57;100;509
8.58;100;509
8.59;100;509
8.6;100;511
8.61;100;508
8.62;100;510
8.63;100;509
8.64;100;510
8.65;100;508
8.66;100;513
8.67;100;510
8.68;100;515
8.69;100;519
8.7;100;508
8.71;100;513
8.72;100;525
8.73;100;515
8.74;100;515
8.75;100;505
8.76;100;500
8.77;100;500
8.78;100;507
8.79;100;504
8.8;100;504
8.81;100;503
8.82;100;507
8.83;100;498
8.84;100;475
8.85;100;529
8.86;100;648
8.87;100;710
8.88;100;609
8.89;100;467
8.9;100;456
8.91;100;452
8.92;100;466
8.93;100;472
8.94;100;480
8.95;100;481
8.96;100;487
8.97;100;490
8.98;100;495
8.99;100;493
9;100;497
9.01;100;506
9.02;100;506
9.03;100;511
9.04;100;518
9.05;100;518
9.06;100;529
9.07;100;534
9.08;100;547
9.09;100;548
9.1;100;560
9.11;100;559
9.12;100;559
9.13;100;548
9.14;100;530
9.15;100;508
9.16;100;490
9.17;100;467
9.18;100;458
9.19;100;451
9.2;100;452
9.21;100;457
9.22;100;464
9.23;100;464
9.24;100;471
9.25;100;472
9.26;100;483
9.27;100;483
9.28;100;490
9.29;100;491
9.3;100;495
9.31;100;496
9.32;100;497
9.33;100;496
9.34;100;501
9.35;100;501
9.36;100;502
9.37;100;500
9.38;100;505
9.39;100;507
9.4;100;504
9.41;100;505
9.42;100;509
9.43;100;505
9.44;100;510
9.45;100;505
9.46;100;507
9.47;100;504
9.48;100;515
9.49;100;510
9.5;100;511
9.51;100;508
9.52;100;513
9.53;100;510
9.54;100;510
9.55;100;512
9.56;100;509
9.57;100;511
9.58;100;510
9.59;100;507
9.6;100;515
9.61;100;514
9.62;100;514
9.63;100;515
9.64;100;524
9.65;100;509
9.66;100;514
9.67;100;523
9.68;100;523
9.69;100;511
9.7;100;510
9.71;100;504
9.72;100;508
9.73;100;504
9.74;100;508
9.75;100;506
9.76;100;509
9.77;100;507
9.78;100;507
9.79;100;478
9.8;100;529
9.81;100;636
9.82;100;714
9.83;100;600
9.84;100;472
9.85;100;466
9.86;100;467
9.87;100;473
9.88;100;481
9.89;100;481
9.9;100;492
9.91;100;493
9.92;100;497
9.93;100;497
9.94;100;508
9.95;100;509
9.96;100;515
9.97;100;514
9.98;100;519
9.99;100;523
10;100;530
10.01;100;532
10.02;100;544
10.03;100;551
10.04;100;552
10.05;100;567
10.06;100;571
10.07;100;561
10.08;100;552
10.09;100;532
10.1;100;518
10.11;100;489
10.12;100;472
10.13;100;463
10.14;100;458
10.15;100;453
10.16;100;456
10.17;100;463
10.18;100;472
10.19;100;472
10.2;100;480
10.21;100;483
10.22;100;490
10.23;100;488
10.24;100;502
10.25;100;495
10.26;100;503
10.27;100;503
10.28;100;507
10.29;100;501
10.3;100;508
10.31;100;499
10.32;100;508
10.33;100;504
10.34;100;505
10.35;100;509
10.36;100;508
10.37;100;507
10.38;100;510
10.39;100;509
10.4;100;508
10.41;100;507
10.42;100;511
10.43;100;511
10.44;100;514
10.45;100;508
10.46;100;509
10.47;100;518
10.48;100;519
10.49;100;506
10.5;100;504
10.51;100;501
10.52;100;507
10.53;100;505
10.54;100;508
10.55;100;504
10.56;100;508
10.57;100;505
10.58;100;512
10.59;100;507
10.6;100;487
10.61;100;526
10.62;100;636
10.63;100;695
10.64;100;544
10.65;100;461
10.66;100;479
10.67;100;470
10.68;100;481
10.69;100;484
10.7;100;489
10.71;100;492
10.72;100;495
10.73;100;495
10.74;100;499
10.75;100;502
10.76;100;508
10.77;100;504
10.78;100;518
10.79;100;516
10.8;100;527
10.81;100;526
10.82;100;531
10.83;100;536
10.84;100;552
10.85;100;557
10.86;100;562
10.87;100;560
10.88;100;556
10.89;100;542
10.9;100;523
10.91;100;492
10.92;100;476
10.93;100;463
10.94;100;452
10.95;100;447
10.96;100;448
10.97;100;459
10.98;100;464
10.99;100;466
11;100;474
11.01;100;481
11.02;100;487
11.03;100;487
11.04;100;499
11.05;100;501
11.06;100;505
11.07;100;503
11.08;100;511
11.09;100;504
11.1;100;507
11.11;100;506
11.12;100;510
11.13;100;504
11.14;100;507
11.15;100;504
11.16;100;509
11.17;100;506
11.18;100;507
11.19;100;506
11.2;100;515
11.21;100;516
11.22;100;515
11.23;100;518
11.24;100;524
11.25;100;517
11.26;100;510
11.27;100;497
11.28;100;504
11.29;100;504
11.3;100;507
11.31;100;504
11.32;100;503
11.33;100;504
11.34;100;511
11.35;100;505
11.36;100;497
11.37;100;478
11.38;100;555
11.39;100;655
11.4;100;664
11.41;100;487
11.42;100;472
11.43;100;466
11.44;100;469
11.45;100;472
11.46;100;478
11.47;100;478
11.48;100;488
11.49;100;485
11.5;100;493
11.51;100;497
11.52;100;500
11.53;100;501
11.54;100;505
11.55;100;512
11.56;100;519
11.57;100;523
11.58;100;536
11.59;100;538
11.6;100;549
11.61;100;560
11.62;100;563
11.63;100;562
11.64;100;563
11.65;100;551
11.66;100;539
11.67;100;512
11.68;100;492
11.69;100;476
11.7;100;469
11.71;100;461
11.72;100;464
11.73;100;463
11.74;100;471
11.75;100;472
11.76;100;483
11.77;100;483
11.78;100;488
11.79;100;485
11.8;100;499
11.81;100;494
11.82;100;497
11.83;100;502
11.84;100;508
11.85;100;502
11.86;100;509
11.87;100;502
11.88;100;510
11.89;100;505
11.9;100;504
11.91;100;499
11.92;100;507
11.93;100;505
11.94;100;501
11.95;100;508
11.96;100;506
11.97;100;507
11.98;100;513
11.99;100;512
12;100;516
12.01;100;516
12.02;100;515
12.03;100;518
12.04;100;527
12.05;100;523
12.06;100;515
12.07;100;509
12.08;100;512
12.09;100;507
12.1;100;512
12.11;100;508
12.12;100;512
12.13;100;509
12.14;100;515
12.15;100;507
12.16;100;491
12.17;100;503
12.18;100;604
12.19;100;685
12.2;100;645
12.21;100;479
12.22;100;469
12.23;100;462
12.24;100;471
12.25;100;470
12.26;100;479
12.27;100;481
12.28;100;484
12.29;100;487
12.3;100;496
12.31;100;493
12.32;100;504
12.33;100;504
12.34;100;511
12.35;100;512
12.36;100;519
12.37;100;524
12.38;100;534
12.39;100;538
12.4;100;551
12.41;100;554
12.42;100;558
12.43;100;565
12.44;100;560
12.45;100;550
12.46;100;540
12.47;100;512
12.48;100;491
12.49;100;476
12.5;100;467
12.51;100;459
12.52;100;461
12.53;100;460
12.54;100;468
12.55;100;466
12.56;100;472
12.57;100;477
12.58;100;483
12.59;100;479
12.6;100;485
12.61;100;490
12.62;100;491
12.63;100;495
12.64;100;496
12.65;100;499
12.66;100;499
12.67;100;503
12.68;100;501
12.69;100;504
12.7;100;509
12.71;100;507
12.72;100;504
12.73;100;508
12.74;100;512
12.75;100;507
12.76;100;509
12.77;100;509
12.78;100;504
12.79;100;507
12.8;100;508
12.81;100;504
12.82;100;510
12.83;100;509
12.84;100;509
12.85;100;510
12.86;100;511
12.87;100;505
12.88;100;512
12.89;100;508
12.9;100;511
12.91;100;503
12.92;100;510
12.93;100;515
12.94;100;518
12.95;100;510
12.96;100;514
12.97;100;517
12.98;100;515
12.99;100;511
13;100;507
13.01;100;503
13.02;100;508
13.03;100;504
13.04;100;512
13.05;100;508
13.06;100;513
13.07;100;510
13.08;100;511
13.09;100;493
13.1;100;497
13.11;100;583
13.12;100;686
13.13;100;679
13.14;100;511
13.15;100;461
13.16;100;455
13.17;100;465
13.18;100;471
13.19;100;475
13.2;100;479
13.21;100;483
13.22;100;483
13.23;100;489
13.24;100;490
13.25;100;492
13.26;100;499
13.27;100;499
13.28;100;504
13.29;100;499
13.3;100;514
13.31;100;517
13.32;100;529
13.33;100;531
13.34;100;543
13.35;100;548
13.36;100;562
13.37;100;553
13.38;100;555
13.39;100;542
13.4;100;524
13.41;100;502
13.42;100;484
13.43;100;467
13.44;100;457
13.45;100;452
13.46;100;455
13.47;100;457
13.48;100;467
13.49;100;466
13.5;100;476
13.51;100;480
13.52;100;485
13.53;100;485
13.54;100;491
13.55;100;487
13.56;100;489
13.57;100;494
13.58;100;496
13.59;100;498
13.6;100;500
13.61;100;499
13.62;100;504
13.63;100;499
13.64;100;502
13.65;100;496
13.66;100;508
13.67;100;503
13.68;100;504
13.69;100;500
13.7;100;506
13.71;100;508
13.72;100;516
13.73;100;511
13.74;100;511
13.75;100;509
13.76;100;507
13.77;100;509
13.78;100;510
13.79;100;502
13.8;100;511
13.81;100;508
13.82;100;512
13.83;100;509
13.84;100;505
13.85;100;514
13.86;100;515
13.87;100;509
13.88;100;518
13.89;100;509
13.9;100;515
13.91;100;515
13.92;100;521
13.93;100;519
13.94;100;516
13.95;100;516
13.96;100;528
13.97;100;513
13.98;100;508
13.99;100;502
14;100;505
14.01;100;503
14.02;100;499
14.03;100;503
14.04;100;505
14.05;100;502
14.06;100;505
14.07;100;495
14.08;100;478
14.09;100;496
14.1;100;617
14.11;100;699
14.12;100;653
14.13;100;489
14.14;100;458
14.15;100;455
14.16;100;465
14.17;100;470
14.18;100;477
14.19;100;476
14.2;100;489
14.21;100;490
14.22;100;493
14.23;100;497
14.24;100;503
14.25;100;504
14.26;100;504
14.27;100;511
14.28;100;521
14.29;100;522
14.3;100;520
14.31;100;531
14.32;100;541
14.33;100;547
14.34;100;557
14.35;100;555
14.36;100;554
14.37;100;544
14.38;100;536
14.39;100;511
14.4;100;489
14.41;100;469
14.42;100;454
14.43;100;448
14.44;100;449
14.45;100;447
14.46;100;452
14.47;100;456
14.48;100;464
14.49;100;467
14.5;100;469
14.51;100;473
14.52;100;485
14.53;100;487
14.54;100;494
14.55;100;489
14.56;100;499
14.57;100;494
14.58;100;499
14.59;100;496
14.6;100;504
14.61;100;502
14.62;100;511
14.63;100;505
14.64;100;511
14.65;100;512
14.66;100;513
14.67;100;512
14.68;100;515
14.69;100;512
14.7;100;514
14.71;100;509
14.72;100;516
14.73;100;514
14.74;100;516
14.75;100;512
14.76;100;516
14.77;100;516
14.78;100;511
14.79;100;512
14.8;100;514
14.81;100;511
14.82;100;513
14.83;100;512
14.84;100;517
14.85;100;511
14.86;100;511
14.87;100;514
14.88;100;519
14.89;100;514
14.9;100;513
14.91;100;519
14.92;100;521
14.93;100;508
14.94;100;507
14.95;100;500
14.96;100;505
14.97;100;500
14.98;100;508
14.99;100;505
15;100;506
15.01;100;505
15.02;100;507
15.03;100;488
15.04;100;501
15.05;100;594
15.06;100;699
15.07;100;701
15.08;100;502
15.09;100;459
15.1;100;458
15.11;100;461
15.12;100;472
15.13;100;472
15.14;100;487
15.15;100;490
15.16;100;498
15.17;100;493
15.18;100;504
15.19;100;504
15.2;100;511
15.21;100;515
15.22;100;522
15.23;100;516
15.24;100;531
15.25;100;536
15.26;100;545
15.27;100;551
15.28;100;565
15.29;100;567
15.3;100;571
15.31;100;566
15.32;100;567
15.33;100;546
15.34;100;527
15.35;100;498
15.36;100;481
15.37;100;461
15.38;100;453
15.39;100;450
15.4;100;455
15.41;100;459
15.42;100;466
15.43;100;464
15.44;100;472
15.45;100;478
15.46;100;485
15.47;100;485
15.48;100;496
15.49;100;494
15.5;100;499
15.51;100;499
15.52;100;507
15.53;100;499
15.54;100;502
15.55;100;503
15.56;100;513
15.57;100;511
15.58;100;507
15.59;100;504
15.6;100;509
15.61;100;506
15.62;100;510
15.63;100;508
15.64;100;511
15.65;100;509
15.66;100;512
15.67;100;511
15.68;100;512
15.69;100;508
15.7;100;511
15.71;100;510
15.72;100;513
15.73;100;514
15.74;100;515
15.75;100;514
15.76;100;517
15.77;100;512
15.78;100;513
15.79;100;512
15.8;100;516
15.81;100;513
15.82;100;516
15.83;100;511
15.84;100;521
15.85;100;510
15.86;100;512
15.87;100;517
15.88;100;522
15.89;100;507
15.9;100;501
15.91;100;500
15.92;100;505
15.93;100;500
15.94;100;502
15.95;100;503
15.96;100;502
15.97;100;504
15.98;100;498
15.99;100;472
16;100;535
16.01;100;644
16.02;100;705
16.03;100;548
16.04;100;465
16.05;100;458
16.06;100;462
16.07;100;471
16.08;100;477
16.09;100;480
16.1;100;490
16.11;100;489
16.12;100;498
16.13;100;499
16.14;100;500
16.15;100;505
16.16;100;515
16.17;100;513
16.18;100;517
16.19;100;521
16.2;100;530
16.21;100;535
16.22;100;543
16.23;100;545
16.24;100;555
16.25;100;557
16.26;100;558
16.27;100;548
16.28;100;543
16.29;100;524
16.3;100;504
16.31;100;473
16.32;100;457
16.33;100;449
16.34;100;445
16.35;100;441
16.36;100;447
16.37;100;452
16.38;100;458
16.39;100;459
16.4;100;472
16.41;100;475
16.42;100;489
16.43;100;487
16.44;100;493
16.45;100;495
16.46;100;500
16.47;100;503
16.48;100;498
16.49;100;502
16.5;100;500
16.51;100;495
16.52;100;501
16.53;100;497
16.54;100;500
16.55;100;499
16.56;100;500
16.57;100;501
16.58;100;500
16.59;100;501
16.6;100;504
16.61;100;501
16.62;100;507
16.63;100;504
16.64;100;508
16.65;100;510
16.66;100;510
16.67;100;520
16.68;100;518
16.69;100;517
16.7;100;525
16.71;100;518
16.72;100;508
16.73;100;501
16.74;100;509
16.75;100;504
16.76;100;511
16.77;100;504
16.78;100;509
16.79;100;512
16.8;100;514
16.81;100;509
16.82;100;486
16.83;100;539
16.84;100;651
16.85;100;679
16.86;100;496
16.87;100;462
16.88;100;475
16.89;100;468
16.9;100;483
16.91;100;490
16.92;100;494
16.93;100;492
16.94;100;503
16.95;100;503
16.96;100;505
16.97;100;506
16.98;100;511
16.99;100;512
17;100;515
17.01;100;521
17.02;100;526
17.03;100;527
17.04;100;538
17.05;100;540
17.06;100;555
17.07;100;560
17.08;100;566
17.09;100;560
17.1;100;554
17.11;100;541
17.12;100;519
17.13;100;485
17.14;100;471
17.15;100;449
17.16;100;450
17.17;100;440
17.18;100;443
17.19;100;449
17.2;100;461
17.21;100;462
17.22;100;471
17.23;100;477
17.24;100;481
17.25;100;489
17.26;100;496
17.27;100;499
17.28;100;504
17.29;100;502
17.3;100;503
17.31;100;501
17.32;100;503
17.33;100;498
17.34;100;505
17.35;100;502
17.36;100;504
17.37;100;501
17.38;100;505
17.39;100;509
17.4;100;505
17.41;100;508
17.42;100;513
17.43;100;513
17.44;100;514
17.45;100;513
17.46;100;525
17.47;100;515
17.48;100;506
17.49;100;496
